id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11225356,"Grünerløkka - Quiet, Cozy and Urban",16415679,Solveig,,Grünerløkka,59.92791,10.77199,Entire home/apt,700,2,22,2018-08-30,0.60,1,0
11231152,Rooms for rent,58544637,Hamad,,Søndre Nordstrand,59.83087,10.78512,Private room,1400,1,0,,,1,365
11231538,Perfect Oslo-apartment for couple,58547309,Julie,,Nordre Aker,59.94825,10.78643,Entire home/apt,553,1,0,,,1,0
11231695,Spacious newer Frogner apartment.,1857338,Ann-Magritt,,Frogner,59.92449,10.71373,Entire home/apt,1598,2,5,2016-08-15,0.14,1,0
11238344,Amazing Penthouse in a Great Location,23224266,Øyvind Kaul,,Frogner,59.91359,10.7094,Entire home/apt,1400,2,1,2016-09-12,0.03,1,0
11239602,"Majorstuen, close to Bogstadveien",58609767,Finn,,Frogner,59.92538,10.72381,Entire home/apt,1002,2,42,2019-01-12,1.80,1,70
11258904,Big & Unique Apartment,47450818,Tuva,,Frogner,59.91985,10.70754,Entire home/apt,1702,1,4,2016-06-02,0.11,1,0
11260326,Nice room in central apartment,26498175,Ragnhild J.,,Grünerløkka,59.92911,10.77232,Private room,380,1,45,2019-02-03,1.25,1,48
11263334,Bedroom in sunny central apartment,6928179,Karoline,,Gamle Oslo,59.90652,10.77655,Entire home/apt,691,2,14,2018-05-28,0.42,2,0
11267460,Charming 2 room apartment with balcony,58825925,Benjamin,,Sagene,59.94293,10.76278,Entire home/apt,449,1,1,2016-10-24,0.04,1,0
11272803,Apartment with a great view of Oslo,55657710,Morten,,Grünerløkka,59.9295,10.7819,Entire home/apt,596,2,15,2018-11-18,0.42,1,8
11274117,"Modern, central flat with rooftop",58870058,Andrea,,Frogner,59.92786,10.72105,Entire home/apt,847,1,1,2016-11-01,0.04,1,0
11275830,Beautiful house near Vigelandsparken!,17698351,Bergdis & Jonas,,Ullern,59.93311,10.6831,Entire home/apt,976,4,18,2018-08-17,0.57,1,0
11276332,Close to City and nature,11232968,Angela,,Nordre Aker,59.95914,10.74942,Entire home/apt,1901,3,0,,,1,319
11277622,"Charming, calm and central",13588645,Annette,,Frogner,59.92582,10.72871,Entire home/apt,752,3,0,,,1,0
11291082,Calmeyersgate 13,58993368,Jacob,,St. Hanshaugen,59.91709,10.75442,Entire home/apt,596,2,26,2019-02-08,0.73,1,8
11291271,Central & modern apt. close to public transport,6294588,Vaiva,,Grünerløkka,59.92214,10.79046,Entire home/apt,492,1,7,2017-02-24,0.23,1,0
11292109,Lys sentral leilighet i Oslo Øst.,36296104,Iva,,Gamle Oslo,59.90845,10.7813,Entire home/apt,449,30,0,,,1,153
11293486,"Live, Love and Eat in Central Oslo.",17097522,Michail,,Gamle Oslo,59.91623,10.76496,Private room,389,2,120,2017-12-26,3.35,2,0
11295410,Superfresh and central top apartment,56847289,Amalie,,Frogner,59.919,10.72566,Entire home/apt,1002,5,1,2018-07-01,0.13,1,0
11318287,Old City,53196359,Cathrin,,Gamle Oslo,59.90816,10.76925,Entire home/apt,2497,1,0,,,1,0
11318780,Lovely 3-R apartment in central,6256133,Henning,,Gamle Oslo,59.90815,10.77468,Entire home/apt,1097,3,59,2019-02-10,1.64,2,96
11319395,Central Oslo,59201688,Julie,,Sagene,59.93081,10.75458,Private room,596,3,3,2017-08-02,0.15,1,83
11320263,Cosy 3-rooms in the centre of Oslo,34819092,Markus,,Gamle Oslo,59.91437,10.7662,Entire home/apt,1054,2,2,2018-07-01,0.06,2,87
11327842,20 m2 bedroom in unique apartment,23140201,Aleksander,,Grünerløkka,59.9217,10.75854,Private room,553,1,87,2018-10-28,2.55,2,137
11328466,"Penthouse, central Oslo",59045779,Espen,,St. Hanshaugen,59.91986,10.7474,Entire home/apt,795,3,18,2016-10-11,0.52,2,0
11332014,Bright apartment w/balcony&rooftop,8598851,Kristine,,St. Hanshaugen,59.92323,10.73569,Entire home/apt,847,3,2,2016-08-01,0.06,1,0
11334602,Attraktiv leilighet nær sentrum,58724648,Abdullah,,Sagene,59.94262,10.76399,Entire home/apt,752,1,0,,,1,0
11336656,"Midt i Oslo, rolig område.",57867171,Kjersti,,Frogner,59.91788,10.72233,Entire home/apt,803,7,0,,,1,0
11338616,"Clean, Cozy and newly refurbished",39044127,Stine,,Frogner,59.91634,10.7088,Entire home/apt,596,2,1,2016-03-15,0.03,1,0
11338939,Peaceful and gorgeous apartment downtown,59347516,Nora,,Gamle Oslo,59.90368,10.7746,Private room,1400,2,13,2018-09-14,0.39,1,365
11348672,Stylish 2-bedroom apartment,3413468,Joël,,Gamle Oslo,59.90939,10.77668,Entire home/apt,1149,3,7,2016-07-18,0.21,1,0
11356357,Very central apartment in Oslo!,59481897,Per Magne,,Grünerløkka,59.91954,10.75079,Private room,397,14,1,2016-04-01,0.03,1,365
11356695,"Modern cozy apartment 50 sqm, Holmenkollen",54571479,Cecilie,,Vestre Aker,59.96823,10.65954,Entire home/apt,933,4,13,2018-08-10,0.44,1,282
11366590,"Herlig utsikt, 90kvm  med balkong",59562459,Esther Amb,,St. Hanshaugen,59.92936,10.74744,Entire home/apt,976,2,2,2016-04-04,0.06,1,0
11367176,Terrace house with garden close to central Oslo,59566577,Ane,,Grünerløkka,59.92262,10.78146,Entire home/apt,1080,3,4,2018-08-17,0.21,1,25
11380740,"Central, quiet and with balcony",6611702,Marcus,,St. Hanshaugen,59.92748,10.73412,Entire home/apt,579,3,3,2016-08-01,0.09,1,0
11382245,Studio apartment Grunerløkka,43073234,Ola,,Grünerløkka,59.92841,10.76096,Entire home/apt,579,8,44,2019-01-18,1.21,1,3
11384689,Classy studio in Grünerløkka,15920808,Kjerstin,,Grünerløkka,59.92859,10.76121,Entire home/apt,596,2,4,2017-01-29,0.11,1,0
11384733,Modern apartment Oslo city centre,28638681,Mette,,Sentrum,59.9097,10.74159,Entire home/apt,786,7,4,2017-12-17,0.23,1,0
11385683,Charming home near Holmenkollen ski jump,59714793,Tove,,Vestre Aker,59.96562,10.65592,Entire home/apt,700,2,31,2019-02-12,1.33,1,65
11386857,Charming central apartment in Grunerløkka.,23963166,ALi,,Grünerløkka,59.92032,10.75053,Entire home/apt,700,2,35,2019-01-03,1.05,1,34
11393565,Charming apartment with balcony - Grünerløkka,8625559,Inger,,Grünerløkka,59.926,10.75587,Entire home/apt,570,4,0,,,1,0
11393707,3 bedroom apartment at Grünerløkka,59777601,Eigil & Julie,,Grünerløkka,59.91971,10.76001,Entire home/apt,1149,2,35,2018-07-30,1.06,1,0
11402007,Luxurious 2 BR apt central location,59850716,Christopher,,St. Hanshaugen,59.93401,10.72875,Entire home/apt,1546,2,0,,,1,0
11403546,Urban apartment in the heart of Grunerløkka,49145390,Camilla,,Grünerløkka,59.92094,10.76386,Entire home/apt,596,3,0,,,1,0
11403831,"Nice room Vinderen, Oslo",1738865,Anne-Grete,,Vestre Aker,59.94298,10.70481,Private room,397,1,46,2019-02-12,1.36,1,129
11403876,Urban loft in the heart of Oslo,42178756,Eirik,,St. Hanshaugen,59.92371,10.73831,Private room,397,2,12,2018-08-25,0.35,1,0
11404405,"Seaside frontline, exclusive 3-room",28910317,Joachim,,Frogner,59.90714,10.72033,Entire home/apt,1901,7,0,,,1,0
11405469,Lovely Loft with Parkview Balcony,17097522,Michail,,St. Hanshaugen,59.92947,10.73299,Entire home/apt,587,2,0,,,2,0
11407129,"Pilestredet Park 15, leilighet 413",57602951,Emma Evensen Lie,,St. Hanshaugen,59.92119,10.73957,Entire home/apt,1201,1,0,,,1,0
11407188,Koselig rom centralt ved Bislett,59879368,Thomas,,St. Hanshaugen,59.93054,10.73384,Private room,458,1,0,,,1,0
11409483,Nydelig og stort rom til leie!,13276324,Linn,,Frogner,59.9199,10.71863,Private room,700,1,0,,,1,0
11410937,Boho-eclectic room in trendy area,3537862,Nazanin,,Grünerløkka,59.92738,10.7653,Private room,562,2,72,2019-01-03,2.03,2,90
11425776,"Bislett, Sofies gate",32572807,Katrine,,St. Hanshaugen,59.92456,10.73371,Entire home/apt,1002,1,0,,,1,0
11426514,"Privat hems - fantastisk lokasjon, topp standard",13630422,Henriette,,Gamle Oslo,59.91642,10.76727,Shared room,354,1,5,2018-12-19,1.58,2,7
11427772,Chic apartment in the heart of Oslo,31286418,Håvard,,St. Hanshaugen,59.92047,10.74657,Entire home/apt,786,3,2,2016-06-13,0.06,1,0
11429490,Wonderful apartment in upscale neighbourhood,60044713,Idunn,,Frogner,59.91864,10.70118,Entire home/apt,648,2,8,2017-06-07,0.35,1,0
11434747,Nice apartment in central Oslo,60079722,Kathrine,,Sagene,59.93258,10.75149,Entire home/apt,648,1,0,,,1,0
11434978,Great house 15 mins to Oslo centre,35651071,Edvard,,Nordstrand,59.86778,10.79271,Entire home/apt,2998,4,2,2018-08-03,0.09,1,176
11435348,Calm & bright apartment close to Oslo city center,60085978,JC And Fred,,Vestre Aker,59.94536,10.68983,Entire home/apt,622,3,28,2018-12-02,0.79,1,89
11437112,Comfortable flat at central Kampen,20877265,Torstein,,Gamle Oslo,59.91108,10.77906,Entire home/apt,553,2,1,2016-03-14,0.03,1,0
11440053,Cozy apartment in central Oslo,46212062,Daniel,,Grünerløkka,59.92249,10.79672,Entire home/apt,510,5,3,2016-08-06,0.09,1,0
11446401,"1-room apartment, upper Grünerløkka",20234598,Camilla,,Sagene,59.93056,10.76115,Entire home/apt,501,1,13,2017-07-20,0.38,1,0
11455778,Unique and cozy family home,8710578,Anne,,Østensjø,59.91004,10.84173,Entire home/apt,1201,3,1,2016-07-14,0.03,1,0
11459103,Beautiful flat in the heart of Oslo,46765338,Erik,,Frogner,59.92957,10.71295,Entire home/apt,501,7,0,,,1,0
11466010,Lille Bislett,58883746,Andreas,,St. Hanshaugen,59.92313,10.73361,Entire home/apt,1503,3,0,,,1,0
11467936,Cozy apt. next to Karl Johan street,1522586,Peter,,St. Hanshaugen,59.91786,10.74041,Entire home/apt,950,1,26,2018-09-09,0.79,1,296
11472268,Sentral leilighet i Oslo.,32576423,Patricia,,St. Hanshaugen,59.92758,10.73767,Entire home/apt,527,2,9,2017-05-28,0.27,1,0
11486592,"Central, pleasant flat in Oslo",60470146,Jørn,,Gamle Oslo,59.91343,10.77587,Private room,354,2,2,2016-04-30,0.06,1,0
11491454,"Private rooftop terrace, 2-storey apmt mid-Oslo",6820039,Karoline,,St. Hanshaugen,59.92655,10.73764,Entire home/apt,1391,4,0,,,2,0
11492746,Nice apartment in central west in Oslo,5790611,Catrine & Christian,,Frogner,59.91875,10.7148,Entire home/apt,553,4,5,2017-08-08,0.15,1,0
11494349,Bright and cosy apartment,34672726,Odd,,Grünerløkka,59.92619,10.76061,Entire home/apt,717,6,0,,,1,0
11499814,Central with secluded location,23784461,Øystein,,Sagene,59.93546,10.75032,Entire home/apt,613,2,6,2016-06-16,0.17,1,364
11501450,All to yourself. 1 bdrm modern apt. for 1 person.,60583204,Morten,,Nordre Aker,59.94845,10.74791,Entire home/apt,449,2,136,2019-02-14,3.80,1,271
11501677,2 bedroom apartment w rooftopterrac,60584184,Lene,,Sagene,59.94035,10.77514,Entire home/apt,1002,1,0,,,1,0
11502313,Bedroom for 1-2 near city centre!,59045684,Phuong,,Nordre Aker,59.94339,10.77978,Private room,510,1,1,2016-12-04,0.04,1,0
11503459,"Great location, great apartment!",14971822,Beate,,Frogner,59.9178,10.70954,Entire home/apt,847,2,45,2019-01-01,1.28,2,0
11504033,URBAN STUDIO APT,32479815,Øyvind,,Gamle Oslo,59.91292,10.77405,Entire home/apt,397,2,34,2016-07-25,0.95,1,0
11509356,Perfect house - summer holiday Oslo,59754928,Anne Christine,,Nordre Aker,59.96492,10.76347,Entire home/apt,1400,5,3,2017-08-03,0.10,1,0
11516039,"Modern & central apartment, 12 min from Oslo S",19926988,Ulrikke Sofie,,Grünerløkka,59.93163,10.77937,Entire home/apt,397,2,9,2017-10-15,0.30,1,0
11517582,Small room in huge flat. Central,2380359,Anders,,Sentrum,59.91346,10.7273,Private room,225,1,1,2016-03-09,0.03,1,0
11518497,Spacious at the heart of Oslo,1321750,Sondre,,Grünerløkka,59.92163,10.75647,Entire home/apt,821,2,0,,,1,0
11521494,Grünerløkka - sjarmerende sentral studioleilighet,60741496,Jeanett,,Grünerløkka,59.92821,10.76145,Entire home/apt,587,4,1,2017-04-21,0.04,1,0
11526923,Architects Apartment in Løkka,7558642,Eric,,Grünerløkka,59.92674,10.75698,Entire home/apt,553,2,12,2018-04-05,0.38,1,0
11527628,"Great location, good space for 2(3)",14971822,Beate,,Frogner,59.91969,10.7085,Private room,449,1,41,2019-01-24,1.16,2,4
11528378,"Holmenkollen, with beautiful view",60793777,Susanna,,Vestre Aker,59.9747,10.64935,Entire home/apt,2998,1,0,,,1,0
11535960,Bygdøy Alle 49C,42385302,Mari,,Frogner,59.91883,10.70805,Entire home/apt,596,1,0,,,1,0
11539114,Frogner,35447746,Ida,,Frogner,59.91719,10.71266,Entire home/apt,812,3,29,2018-10-21,0.81,1,0
11543312,The Bubblecorner,60902680,Kai,,Grünerløkka,59.92727,10.77124,Entire home/apt,847,3,0,,,1,0
11548071,Bo midt i smørøyet av Oslo,60953853,Amalie,,Grünerløkka,59.91496,10.75463,Entire home/apt,579,1,0,,,1,0
11548360,BARCODE- Exclusive apartment near Central st.-Oper,58865973,Kevin,,Gamle Oslo,59.90783,10.75708,Entire home/apt,1901,2,60,2018-11-04,1.68,17,344
11549007,Cozy apartment centrally in Oslo,40529467,Camilla,,Grünerløkka,59.92105,10.75482,Entire home/apt,700,2,7,2018-11-11,0.22,1,0
11557912,Cozy studio apartment in downtown Oslo,12139398,Bjørnar,,Gamle Oslo,59.90516,10.76681,Entire home/apt,700,2,63,2019-01-20,1.82,1,0
11561205,Modern apartment at Sagene,49170164,Christian,,Sagene,59.93262,10.75677,Entire home/apt,734,3,0,,,1,0
11562178,Central room in a quiet area,48260342,Christina,,Frogner,59.91076,10.70734,Private room,449,1,77,2018-06-20,2.39,1,0
11564213,Cosy room in retro style apartment in Sagene,22809904,Elin,,Sagene,59.93984,10.75245,Private room,294,2,29,2018-12-02,1.03,1,0
11565945,Amazing apartment in central Oslo.,61066294,Anette,,Grünerløkka,59.91851,10.76143,Entire home/apt,700,4,21,2018-09-27,0.67,1,0
11568988,Design apartment in central Oslo,57410160,Annette,,Frogner,59.92112,10.70444,Entire home/apt,803,3,0,,,1,0
11578177,"Cozy room in green, quiet area",16384993,Marit,,Grorud,59.96216,10.86853,Private room,285,1,13,2016-06-05,0.36,1,0
11578595,Rosteds gate,5150083,Lisa,,Grünerløkka,59.91988,10.75143,Entire home/apt,1054,2,5,2018-06-04,0.21,1,0
11579370,Penthouse with extraordinary view,13597689,Lars,,Grünerløkka,59.93012,10.76266,Private room,4000,1,0,,,1,363
11579416,"Geitmyrsveien 33, 0171 Oslo",61213155,Sigurd,,St. Hanshaugen,59.92792,10.74528,Entire home/apt,1339,1,44,2018-08-25,1.29,1,15
11585091,Nice attic In a charming house,38110904,Jean & Jon,,Nordre Aker,59.94728,10.77954,Entire home/apt,527,2,119,2019-02-10,3.47,1,292
11586764,Cozy apartment in Torshov,54808807,Marius,,Sagene,59.93344,10.76171,Private room,397,2,13,2018-07-01,0.44,1,185
11587848,5th floor chic 1BD with balcony,5004510,Helén,,St. Hanshaugen,59.92763,10.73463,Entire home/apt,700,1,6,2017-04-17,0.25,1,0
11588208,"Turbinveien 24,0195",41315205,Lina,,Gamle Oslo,59.90338,10.78957,Private room,596,2,0,,,1,0
11595534,"Flott, stor familievennlig bolig med 50m2 terrasse",61347764,Anja,,Nordstrand,59.90013,10.79887,Entire home/apt,2203,6,3,2017-08-05,0.10,1,0
11595594,"Oslo central seaside, Bygdøy",61347480,Svava,,Frogner,59.89924,10.67642,Entire home/apt,1080,1,19,2018-07-22,0.60,1,0
11597370,A room in charming Vålerenga,2736914,Eivind,,Gamle Oslo,59.90855,10.78439,Private room,346,1,12,2018-12-05,0.37,2,16
11597739,Family-friendly house close to everything in Oslo,61202841,Tobias,,Nordre Aker,59.94583,10.79303,Entire home/apt,1996,2,0,,,1,61
11597824,"Vika I - Quiet, Cozy 5 min to downtown",61362055,Jarle Magne,,Frogner,59.91163,10.7203,Entire home/apt,1184,2,47,2019-02-07,1.41,4,261
11598298,Frogner House Apartments/Frydenlund,48749051,Frogner House,,St. Hanshaugen,59.92223,10.73617,Entire home/apt,803,2,1,2016-06-11,0.03,11,89
11598445,Nice and cozy apartment in the heart of Oslo,61365532,Lennard,,Frogner,59.92156,10.73013,Entire home/apt,613,4,5,2017-03-08,0.18,1,0
11598520,Beautiful apartment in Tøyen,7829650,Sigrid,,Gamle Oslo,59.91178,10.77874,Entire home/apt,579,3,6,2018-07-21,0.18,1,0
11602358,"Lovely 2-bedroom flat in Grunerløkka, Oslo",58575501,Terje,,Grünerløkka,59.92813,10.76446,Entire home/apt,803,3,23,2018-05-06,0.65,1,0
11616044,Trendy apartment in heart of Oslo (nedre Kampen),5382289,Huda,,Gamle Oslo,59.91159,10.77636,Entire home/apt,562,3,19,2018-07-22,0.57,1,0
11616061,Adskilt del av stor moderne bolig.,61505624,Marit,,St. Hanshaugen,59.91741,10.75063,Entire home/apt,1097,6,0,,,1,0
11616720,Nice appartment near the forest,21550771,Gløer,,Østensjø,59.88118,10.8545,Entire home/apt,691,2,5,2017-04-30,0.14,1,62
11617389,Comfortable bed in private room - Central Oslo,6256133,Henning,,Gamle Oslo,59.90776,10.77453,Private room,346,5,2,2018-12-13,0.06,2,139
11627834,⭐️5 Star OCEAN FRONT Apt⭐️Walk From CentralStation,20362022,Jean,,Gamle Oslo,59.90377,10.75726,Entire home/apt,847,2,128,2019-02-05,3.84,1,149
11629801,Bright apartment in a nice area,6287045,Kristin,,Sagene,59.93337,10.76096,Entire home/apt,596,3,1,2019-01-06,0.70,1,80
11632076,"Spacious, modern and bright 2 bedroom trendy Løkka",8310767,Milda,,Grünerløkka,59.92497,10.75684,Entire home/apt,1201,2,2,2016-08-01,0.06,2,0
11636539,"Marias sted, biblioteket",26774400,Maria,,Bjerke,59.94277,10.81444,Private room,397,1,9,2017-11-20,0.44,2,0
11645506,Stort rom på St. Hans haugen,16854912,Håkon,,St. Hanshaugen,59.92765,10.74451,Private room,596,5,5,2016-08-14,0.16,1,353
11647254,Bypåske ved skiløypa i kunstnerhus?,16038304,Kaja,,Østensjø,59.87997,10.85355,Entire home/apt,1460,4,0,,,2,0
11648127,Cosy place close to Munch museum,36680479,Eivor Hovde,,Gamle Oslo,59.90858,10.77997,Entire home/apt,518,3,5,2016-06-28,0.14,1,0
11649837,"Lodge house, close to nature & city (World Cup)",61791484,Niklas,,Vestre Aker,59.98024,10.66098,Entire home/apt,501,10,0,,,1,0
11650064,Modern apartment centrally located in Oslo,22524477,Sara,,St. Hanshaugen,59.91795,10.75353,Entire home/apt,613,4,0,,,1,0
11651483,Coziness in the old town of Oslo,57936499,Kristian,,Gamle Oslo,59.90788,10.77452,Entire home/apt,803,1,0,,,1,0
11663668,Bright and cosy aprt. 15 min centr,29692830,Trond,,Østensjø,59.89481,10.84305,Entire home/apt,570,2,0,,,1,0
11664184,Modern penthouse flat by AkerBrygge,19104607,Camilla,,Frogner,59.91093,10.72258,Entire home/apt,795,1,0,,,1,0
11665774,"Central(balcony,fireplace) by the Botanical Garden",5378353,Nasrin,,Gamle Oslo,59.91477,10.7662,Entire home/apt,786,3,8,2018-08-06,0.24,1,0
11671458,Nice 1 br apt in central Oslo,19974779,Sigurd,,Gamle Oslo,59.91219,10.77114,Entire home/apt,501,2,23,2017-09-10,0.65,1,0
11674916,"",460801,Andreas,,Sagene,59.93814,10.77305,Entire home/apt,587,3,0,,,1,0
11677923,Recently renovated designer apartment,2005999,Per,,St. Hanshaugen,59.9331,10.72712,Entire home/apt,1054,3,71,2019-01-25,3.27,2,134
11681968,Moderne leilighet sentralt i Oslo,27166705,Eirik,,Grünerløkka,59.92546,10.77606,Entire home/apt,700,2,0,,,1,0
11683075,"Ullertoppen, Røa",56677968,Jens Og Johannes,,Vestre Aker,59.94185,10.64563,Entire home/apt,1598,5,0,,,1,0
11690205,New &  Modern Studio Apartment,62109345,Magnus,,Grünerløkka,59.92692,10.75404,Private room,648,1,8,2017-06-08,0.24,1,0
11692384,"Spacious flat, 2 floors city center",62125125,Julianne,,St. Hanshaugen,59.92006,10.74225,Entire home/apt,1097,1,0,,,1,0
11692951,Sentral Penthouse  2 bedroom apartment,6665581,Natalia,,Frogner,59.92755,10.71902,Entire home/apt,864,2,94,2019-02-10,2.76,2,194
11697648,Adorable studio w/ sleeping alcove + balcony,62163218,Sana,,Sagene,59.94049,10.77814,Entire home/apt,596,2,24,2019-02-10,0.70,1,22
11702840,Quiet and beautiful flat in Oslo,15996873,Henrik,,Nordre Aker,59.9532,10.75128,Entire home/apt,622,2,15,2018-07-27,0.47,1,359
11705004,Newly Refurbished - Central,23569216,Simen Berger,,Frogner,59.92767,10.72577,Entire home/apt,648,5,0,,,1,0
11706353,Newly renovated 2 room apartment.,62227713,Didrik,,Frogner,59.92786,10.72212,Entire home/apt,389,2,0,,,1,0
11708566,Nice appartement in a popular area,62238187,Anne Camilla Furre,,Sagene,59.9386,10.76077,Entire home/apt,518,3,1,2016-03-27,0.03,1,0
11709060,"Large, family friendly apartment",4550605,Asgeir,,Sagene,59.94079,10.77551,Entire home/apt,1002,6,0,,,1,0
11713815,Beautiful mansion in downtown Oslo,31911591,Katrine,,Frogner,59.9233,10.7299,Entire home/apt,3456,4,7,2018-07-29,0.22,1,0
11715859,Delightful in the center of Oslo,62290731,Erik,,St. Hanshaugen,59.91642,10.74543,Entire home/apt,847,5,100,2018-10-20,2.94,1,0
11724493,FHA/1-bedroom i Frydenlundgata 2,48749051,Frogner House,,St. Hanshaugen,59.92233,10.73611,Entire home/apt,942,2,5,2019-01-01,0.15,11,89
11729602,Cozy apartment in Oslo,51392133,Kyrre,,Sagene,59.93544,10.76565,Entire home/apt,596,2,50,2016-12-13,1.41,1,0
11732094,Private room - bright and quiet,15423607,Hilde Zwaig,,Sagene,59.93728,10.77732,Private room,320,1,5,2016-09-03,0.15,1,0
11735669,Penthouse in the heart of Oslo,19089217,Tina,,Grünerløkka,59.9268,10.75905,Entire home/apt,864,2,21,2018-10-07,0.59,2,10
11739586,Room next to Vigelandsparken,47049701,Jan,,Frogner,59.92516,10.7099,Private room,397,7,6,2019-01-31,0.77,3,292
11747948,Modern appartment - heart of Oslo,53399327,Lars,,Sentrum,59.90917,10.74607,Entire home/apt,778,3,25,2019-01-01,0.71,1,4
11748559,Cozy apartment at Grünerløkka,62509262,Emilie,,Grünerløkka,59.92333,10.75849,Entire home/apt,596,2,4,2016-07-09,0.11,1,0
11748896,"3-room apt. in the park, central",62509229,Dagfinn,,Gamle Oslo,59.90401,10.7658,Entire home/apt,994,5,6,2018-08-10,0.35,1,0
11749045,Artist House with garden,3402008,Elisabeth,,Ullern,59.92753,10.668,Entire home/apt,2497,5,0,,,1,365
11768896,"Refurbished factory, spacious house",62644949,Lars,,Gamle Oslo,59.91024,10.78019,Entire home/apt,1400,4,5,2018-10-28,0.71,1,83
11769484,kurlandstien 46 1052 oslo,62648431,Samina,,Alna,59.94408,10.89334,Entire home/apt,328,1,2,2016-04-21,0.06,1,0
11784749,Modern apartment in laidback area,41534507,Jan Olav,,Gamle Oslo,59.9149,10.78243,Entire home/apt,596,3,10,2016-08-23,0.29,1,0
11785101,Cozy and central apartment in the old part of Oslo,2029014,Solveig,,Gamle Oslo,59.91407,10.78216,Entire home/apt,691,4,8,2018-08-11,0.38,1,40
11786433,Spacious and cozy apartment,58699289,Marianne,,Grünerløkka,59.93099,10.76861,Entire home/apt,449,20,1,2016-05-06,0.03,1,0
11787814,"Modern apartment, Sjølyst (Skøyen)",62776739,Aksel,,Ullern,59.9208,10.67911,Entire home/apt,708,2,88,2018-08-11,2.47,1,16
11789555,Exclusive apartment in trendy area,7688838,Karan,,St. Hanshaugen,59.92795,10.73352,Entire home/apt,786,5,1,2016-04-30,0.03,2,0
11790397,Cosy apartment in the heart of Oslo,62794097,Beate,,Frogner,59.92527,10.72563,Entire home/apt,596,2,42,2018-05-01,1.21,1,0
11809502,"Bjølsen: Beautiful, cozy apartment with park view",2142836,Håvard,,Sagene,59.94349,10.76579,Entire home/apt,389,2,2,2016-10-17,0.07,1,0
11819222,Modern penthouse in central Oslo,57102725,Haakon Skotner,,Sentrum,59.91902,10.73732,Entire home/apt,700,2,7,2016-08-08,0.21,1,0
11823312,Sentral beliggenhet på Majorstua,56893258,Tollef,,Frogner,59.92004,10.73087,Private room,354,1,0,,,1,0
11835597,Cozy studio apartment in Oslo,49950197,Andrea,,St. Hanshaugen,59.92537,10.74844,Entire home/apt,380,1,1,2016-03-28,0.03,1,0
11836560,Abildsø østensjø bydel.,63065614,Trine,,Østensjø,59.87256,10.83161,Entire home/apt,553,1,22,2017-08-15,0.62,1,0
11845436,Modern kitchen and private garden,61289478,Terje Ahmad,,Grünerløkka,59.92517,10.78401,Entire home/apt,501,1,7,2016-08-02,0.20,1,0
11845900,Liten leilighet sentralt på Majorstua i Oslo.,63123389,Bjørn-Erik,,Frogner,59.92772,10.71437,Entire home/apt,501,1,0,,,1,0
11857282,Egen etasje i stort hus,63200227,Sven Christian,,Grünerløkka,59.92762,10.78953,Entire home/apt,371,2,0,,,2,0
11862723,Stay Central & Smart in Oslo,59225594,Helene,,Grünerløkka,59.91591,10.77731,Entire home/apt,441,1,9,2018-08-28,0.25,1,0
11882941,Oslo oslo carl berner,63362508,Olivier,,Grünerløkka,59.9299,10.78218,Entire home/apt,803,1,0,,,1,0
11896228,Modern studio aprt. in city centre,32213591,Stine,,Grünerløkka,59.91705,10.76011,Entire home/apt,449,1,7,2017-06-08,0.21,1,0
11898969,"Big house with garden, central Oslo",63200227,Sven Christian,,Grünerløkka,59.9268,10.79007,Private room,251,1,0,,,2,0
11899213,City Center Oslo 2Bed/1BA 6ppl,63468367,Jens,,Sentrum,59.90844,10.74475,Entire home/apt,1987,1,23,2018-11-18,0.68,1,286
11901306,"New, 8 min from city center!!",27108767,Martin,,Gamle Oslo,59.90366,10.78895,Entire home/apt,821,3,33,2018-08-20,1.03,1,26
11907903,"Central, small room with HUGE bed",21685036,André,,Grünerløkka,59.92307,10.76775,Private room,449,1,75,2019-01-27,2.12,3,267
11919978,"",61911975,Robin,,Gamle Oslo,59.90294,10.78717,Entire home/apt,700,1,2,2016-05-31,0.06,1,0
11924123,One bedroom apartment at Torshov,63635597,Bente,,Sagene,59.93314,10.76549,Entire home/apt,691,6,51,2018-11-05,1.46,1,168
11926414,"Oslo, North East, 17 min to city.",21328870,Kristian,,Alna,59.92363,10.86643,Entire home/apt,380,2,7,2017-01-02,0.20,1,0
11954536,Nice central apartment,63846393,Jesper,,Østensjø,59.89496,10.81753,Entire home/apt,752,2,2,2016-08-01,0.06,1,0
11957409,"Spacoius, light flat - lovely view",52396176,Kjetil,,Grünerløkka,59.92981,10.77436,Entire home/apt,864,2,8,2018-08-17,0.25,2,0
11957705,New apartment in Central Oslo,63866065,Terje Hernes,,Nordre Aker,59.9427,10.77984,Entire home/apt,1400,1,0,,,1,0
11974985,Boho-eclectic apt in trendy area,3537862,Nazanin,,Grünerløkka,59.92797,10.76369,Entire home/apt,1002,3,15,2017-06-11,0.43,2,0
11983854,NEW! Big & sunfilled apartment with wintergarden,64048617,Leif,,St. Hanshaugen,59.92614,10.7423,Private room,484,2,8,2017-07-31,0.36,1,0
11986165,Charming  and central town house- apartment,36945148,Juliet Namuli Birabwa,,Grünerløkka,59.92124,10.78584,Entire home/apt,994,3,4,2017-08-04,0.13,1,0
