id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20571587,Sentral leilighet på St.Hanshaugen,146941986,Anette,,St. Hanshaugen,59.92286,10.74189,Entire home/apt,2540,1,0,,,1,0
20584330,Comfy room in modern apartment.,21692033,Christian,,Bjerke,59.93395,10.8002,Private room,371,3,46,2019-02-14,2.56,1,56
20584699,Koselig leilighet ved rolig parkområde,5226610,Gitte N.,,Nordre Aker,59.94122,10.78544,Entire home/apt,734,2,20,2018-07-01,1.11,1,0
20585195,Beautiful large flat in the heart of Oslo centre.,27889724,Kristin,,Frogner,59.92969,10.71989,Entire home/apt,2799,2,9,2018-10-01,0.54,1,203
20585916,★ PERFECT LOCATION | MODERN | PARKING | TERRACE ★,90590361,Marie,,Frogner,59.91374,10.71253,Entire home/apt,803,2,12,2018-12-30,0.68,1,90
20587210,Studioleilighet på beste Grunerløkka,105321300,Martin,,Sagene,59.93056,10.75745,Entire home/apt,803,3,0,,,1,0
20601918,"Sentral, lys og pen leilighet i grønne omgivelser.",146733530,Liza-Marie,,Gamle Oslo,59.90773,10.77818,Entire home/apt,648,2,6,2018-09-21,0.34,1,0
20602912,Room in shared aparment-Wifi 200 Mbps-Thaicoocking,120600391,Kurt,,Stovner,59.96763,10.92525,Private room,302,2,12,2018-12-03,1.09,3,89
20609605,Great Room - By The Royal Palace - Oslo (Frogner),100864814,Marius,,Frogner,59.91677,10.71614,Private room,510,2,56,2019-02-03,3.22,3,139
20610268,Super Central and Cozy Room with High Standard,75442033,Ingrid,,Grünerløkka,59.92455,10.75733,Private room,475,2,1,2017-08-23,0.06,1,89
20611709,Big room in bright apartment in Grunerløkka!,4058050,Johanne,,Grünerløkka,59.92143,10.75772,Private room,371,7,1,2017-10-28,0.06,1,0
20612836,Central cozy appertment.,147329243,Imad,,Søndre Nordstrand,59.82598,10.8076,Entire home/apt,1503,1,0,,,1,365
20617767,"Central, sunny, apartment with terrace!",8451768,Nora,,Gamle Oslo,59.91621,10.7656,Entire home/apt,648,2,56,2019-02-15,3.10,1,6
20618776,Modern apartment close to cozy park in Cent. Oslo,15011666,Frøydis Og Sebastian,,St. Hanshaugen,59.92522,10.74296,Entire home/apt,1002,5,1,2017-09-09,0.06,1,0
20619563,Super central studio 4 min walk from Karl Johan,147388925,Emilie,,Sentrum,59.91909,10.73409,Entire home/apt,501,2,0,,,1,0
20621180,Årvoll,147404631,Per Bjørner,,Bjerke,59.94843,10.80811,Private room,596,1,22,2018-11-15,1.26,1,0
20633237,Really nice and secure place .,147495543,Abdoulie,,Grünerløkka,59.92384,10.77135,Private room,501,10,0,,,1,0
20633971,Koselig liten leilighet i hjertet av Oslo,36374757,Christina,,St. Hanshaugen,59.92852,10.73744,Entire home/apt,501,1,2,2018-06-11,0.23,1,3
20635940,Cozy two-bedroom apartment in nice surroundings!,64598965,Idunn,,Grünerløkka,59.93549,10.78773,Entire home/apt,449,2,1,2017-08-26,0.06,1,0
20636221,Modern apartment close to Aker brygge - parking!,127636926,Line,,Frogner,59.91257,10.71559,Entire home/apt,898,2,9,2018-06-03,0.52,1,0
20658417,Big centrally located apartment with climbing wall,38518872,Abbie,,Frogner,59.93157,10.72038,Entire home/apt,1253,4,10,2018-08-04,0.59,1,331
20661455,High end apartment,22161413,Glenn Patrick,,Ullern,59.93649,10.65024,Entire home/apt,1002,1,2,2017-09-03,0.11,1,0
20672060,Oslo - room only 15 min by train to Oslo Central,88823992,Hanne,,Søndre Nordstrand,59.82809,10.79971,Private room,294,2,20,2018-09-19,1.16,1,36
20675400,Stor og nyoppusset 2-roms leilighet i Oslo,147936413,Christoffer,,Gamle Oslo,59.91074,10.77521,Entire home/apt,596,2,0,,,1,0
20676273,Cosy apartment with central location.,47648030,Suren,,Sagene,59.9423,10.77016,Entire home/apt,622,4,0,,,1,0
20676469,Modern apartment w/ balcony in central Oslo,50661541,Nora,,Sagene,59.93396,10.75278,Entire home/apt,475,4,13,2018-03-28,0.75,1,0
20677454,Beautiful townhouse - an entire floor for yourself,21654754,Tone,,Ullern,59.92793,10.63,Private room,527,1,29,2018-12-14,1.63,2,84
20681468,Nice apartment near Oslo city center,39605382,Ståle,,Grünerløkka,59.92321,10.77294,Entire home/apt,613,3,16,2018-11-06,0.90,1,7
20682228,Modern apartment in the heart of Oslove,148008921,Eirin,,Gamle Oslo,59.91105,10.76487,Entire home/apt,596,2,16,2018-09-09,0.91,1,4
20686681,Central apartment in the hip area.,69075142,Jonas,,St. Hanshaugen,59.91531,10.75332,Private room,752,2,0,,,1,0
20691472,Urbanliving,94227872,Camilla,,Nordre Aker,59.94207,10.78222,Entire home/apt,786,2,5,2018-07-23,0.28,1,337
20691575,Modern apartment right next to Mathallen,94923889,Jon,,Grünerløkka,59.92352,10.75115,Entire home/apt,1201,2,19,2018-10-09,1.17,1,0
20694503,"Loft space in cozy, central apartment",19267317,Jason,,Gamle Oslo,59.90771,10.77068,Shared room,251,3,23,2018-09-16,1.29,2,0
20704070,Adamstuen Oslo,53691003,Jostein,,St. Hanshaugen,59.93236,10.73445,Entire home/apt,596,4,1,2017-09-16,0.06,2,1
20707489,Bueautiful and fully equipped 1 bedroom in Sagene,148238088,Nina,,Sagene,59.93741,10.75845,Entire home/apt,1503,3,0,,,1,89
20708754,Delicious room in northern grünerløkka,122082960,Øyvind,,Grünerløkka,59.9302,10.78294,Private room,475,2,1,2018-08-09,0.16,2,1
20709637,Cozy big 2 bedroom apartment close to everything,60946790,Daniel,,Nordre Aker,59.94363,10.78416,Entire home/apt,803,2,12,2018-09-16,0.75,1,0
20710100,Beautiful and fully equipped 1 bedroom in Sagene,69469962,Nina Strom,,Sagene,59.93907,10.758,Entire home/apt,1002,2,1,2018-06-05,0.12,1,83
20710655,Private Room at Central Oslo + Tea or Coffee :),42379478,Bim Kuddy,,Frogner,59.91838,10.71811,Private room,501,1,48,2019-01-11,2.87,1,47
20718441,Quiet apartment in new building. Balcony.,69313443,Line,,Sagene,59.93324,10.76198,Entire home/apt,648,1,12,2018-08-01,0.69,1,0
20719080,Central design penthouse/loft w/balcony & hammock,4339807,Kristian (-TK-),,Gamle Oslo,59.91421,10.76467,Private room,1201,1,3,2017-11-09,0.18,4,152
20725305,Cozy apartment in quiet location,22022390,Ane,,Grünerløkka,59.9291,10.77509,Entire home/apt,752,2,0,,,1,0
20734865,Charming apartment in the heart of Oslo,148489573,Teresa,,Gamle Oslo,59.90632,10.77859,Entire home/apt,596,3,7,2018-07-06,0.40,1,0
20737604,"Oslo West,'Frogner-2 bedrooms/balcony & fireplace",22574680,Kirsti,,Frogner,59.92023,10.70846,Entire home/apt,683,90,0,,,1,270
20744658,Central & modern penthouse apartment with a view!,10694738,Lena,,Gamle Oslo,59.91194,10.76776,Entire home/apt,553,3,10,2018-03-31,0.57,1,0
20754820,Cozy apartment on St.Hanshaugen,148652914,Anton,,St. Hanshaugen,59.93262,10.74829,Entire home/apt,898,2,2,2017-09-10,0.11,1,0
20755899,"Spacious and bright flat, 10 min from Central Oslo",60476279,Ingrid,,Grünerløkka,59.92783,10.75694,Entire home/apt,492,3,50,2019-02-11,2.84,1,11
20756520,Modern apartment at the top of Grünerløkka,15366599,Line,,Grünerløkka,59.92854,10.7596,Entire home/apt,648,1,2,2018-02-25,0.13,1,0
20758979,Cosy and central apartment-High standard,117484777,Ida,,Sagene,59.94052,10.77479,Entire home/apt,1002,2,4,2018-10-01,0.23,1,0
20766425,Big private room in a shared apartment.,73325270,Johanne,,St. Hanshaugen,59.92249,10.73527,Private room,501,7,1,2017-11-30,0.07,1,0
20767999,Modern apartment with balcony in trendy area,17101740,Hans Arne,,Grünerløkka,59.92678,10.76837,Entire home/apt,1002,2,1,2017-10-08,0.06,1,23
20768171,Central appartment with great view over Oslo,148043509,Jonas,,Sagene,59.93476,10.75206,Entire home/apt,674,14,5,2018-12-16,0.29,1,281
20770501,Central apartment - cozy and quiet,44277427,Frid,,St. Hanshaugen,59.91743,10.75238,Entire home/apt,1296,2,1,2018-08-04,0.15,2,0
20770920,Soverom med fantastisk utsikt og eget bad,148813612,Inger Elisabeth,,Marka,59.9724,10.64013,Private room,397,2,21,2018-09-24,1.21,1,32
20771975,Koselig leilighet på Tøyen,139150077,Simone,,Gamle Oslo,59.91228,10.77518,Entire home/apt,1598,3,1,2019-01-23,1,1,0
20773183,Central & trendy 2 floors apt in heart of Thorsov,148837330,Fredrik,,Sagene,59.93491,10.76825,Entire home/apt,458,2,15,2018-07-21,0.88,1,0
20776143,★Small room by Oslo Central Station /Bus Terminal★,374009,Jan,,Gamle Oslo,59.91006,10.76367,Private room,596,1,87,2019-01-27,5.17,5,18
20776830,Explore Oslo from beautiful Frogner!,9075437,Vegard & Renate,,Frogner,59.91792,10.70313,Entire home/apt,985,1,38,2019-01-18,2.16,1,324
20777365,"Koselig og sentral leilighet, perfekt for par .",124099810,Marianne,,Grünerløkka,59.93208,10.78324,Shared room,700,1,16,2018-08-12,0.93,1,177
20777672,"Must see, unique apt in Oslo´s best location",121041719,Gunnar,,Frogner,59.91201,10.72007,Entire home/apt,648,1,0,,,1,0
20778004,Nice and central apartment in Oslo :),53932164,Anita,,Frogner,59.93128,10.71528,Entire home/apt,441,2,2,2018-07-14,0.26,1,0
20779075,"""Garden of Ede"", where nature and the city meets",46864781,Nora,,Grünerløkka,59.9256,10.75105,Private room,803,3,1,2017-09-12,0.06,2,0
20779212,Studio apartment Grünerløkka,11701682,Remi,,Grünerløkka,59.91903,10.76819,Entire home/apt,510,2,52,2018-11-11,3.01,1,0
20780425,Cozy apartment with great location,54624922,Julia,,Grünerløkka,59.91969,10.76683,Entire home/apt,700,2,42,2019-02-06,2.40,1,0
20782890,"New apartment, 10 min from Oslo central",16997513,Odd Jørund,,Gamle Oslo,59.90345,10.78541,Entire home/apt,1002,2,31,2019-01-01,1.81,1,0
20783420,Delicate and spacious studio apartment,148955604,Tora Systad,,Grünerløkka,59.92759,10.78075,Entire home/apt,501,1,16,2018-10-07,0.91,1,15
20784075,Central flat near The Royal Palace (10 min walk),138872336,Håvar,,St. Hanshaugen,59.92465,10.73686,Entire home/apt,432,2,46,2019-01-17,2.68,1,31
20784251,Renovated apartment in the hart of Oslo. Quiet.,113497875,Nina,,St. Hanshaugen,59.92184,10.73815,Entire home/apt,803,3,36,2019-01-05,2.07,1,42
20784287,Romslig leilighet nærme marka,80842529,Thomas,,Vestre Aker,59.95543,10.68957,Entire home/apt,596,1,2,2017-09-24,0.11,1,0
20789918,Hel sokkelleilighet på ca 35 kvm,149029881,Espen,,Nordstrand,59.86656,10.79174,Private room,803,2,0,,,1,0
20793413,Private room in large apartment in Bislett,4509287,Jean Michel,,St. Hanshaugen,59.93083,10.73242,Private room,501,1,52,2019-02-06,2.98,2,61
20794739,Casa ViTo - 10sqm private bedroom central Oslo,31913778,Jonas,,Gamle Oslo,59.91438,10.76228,Private room,363,1,44,2019-01-31,2.72,1,20
20795222,Quiet apartment in a popular area in Oslo.,6091571,Kristine,,Grünerløkka,59.93081,10.76496,Entire home/apt,700,3,7,2018-11-06,0.46,1,0
20798410,Modern 3 rooms near Oslo center,48264845,Jonas,,Grünerløkka,59.93163,10.78099,Entire home/apt,1901,1,1,2017-09-05,0.06,1,0
20807499,Casa Particular,6118369,Katrine,,Frogner,59.9128,10.7252,Entire home/apt,562,1,18,2018-02-28,1.03,2,58
20807825,Pir 3 Exclusive Apartment Oslo City,58865973,Kevin,,Gamle Oslo,59.90164,10.75188,Entire home/apt,4898,2,6,2018-09-02,0.43,17,196
20807872,"Classic, spacious apartment close to Frognerparken",16600856,Camilla,,Frogner,59.92577,10.7147,Entire home/apt,1296,3,1,2018-08-16,0.16,1,56
20811611,"103 m2 with high standard, balcony and garden",22229925,,,Sagene,59.94234,10.7795,Entire home/apt,2497,2,14,2019-02-03,0.95,2,177
20812027,Quality apartment in St.Hanshaugen,149244317,Hans Christian,,St. Hanshaugen,59.92862,10.74665,Entire home/apt,950,2,43,2019-02-10,2.48,1,110
20813488,Beautiful classical appartment in central Oslo,49533649,Mante,,St. Hanshaugen,59.92145,10.74831,Entire home/apt,1002,2,19,2019-02-08,1.09,1,59
20816462,Nice and cosy apartment in central Oslo,128502739,Azeb,,St. Hanshaugen,59.93438,10.73226,Entire home/apt,492,2,2,2017-11-17,0.12,1,0
20823200,Apartment in cozy neighborhood,32190596,Rachel,,Gamle Oslo,59.91171,10.78208,Entire home/apt,596,3,5,2018-06-03,0.40,2,0
20824041,Unique apartment in the heart of Oslo,38158757,Mikael Rise,,St. Hanshaugen,59.92196,10.73519,Entire home/apt,1210,3,0,,,1,63
20824938,Modern apartment with balcony in Grünerløkka (5 p),82269220,Helene,,Grünerløkka,59.91845,10.76363,Entire home/apt,1296,2,5,2018-09-30,0.29,1,32
20830475,Studio apartment in Grünerløkka,78668353,Emilie,,Grünerløkka,59.91939,10.76908,Entire home/apt,501,2,3,2017-10-09,0.17,1,0
20831328,Stor og lys leilighet sentralt på Majorstua,146419724,Martine,,Frogner,59.93148,10.71973,Entire home/apt,847,2,4,2017-12-11,0.23,1,0
20836888,Bysentralt og nært til natur. Gratis parkering.,54810720,Åslaug,,Gamle Oslo,59.90285,10.7751,Entire home/apt,596,2,46,2019-02-03,2.86,1,16
