,id,name,price,number_of_reviews,square_feet,first_review,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,guests_included,availability_365,longitude,latitude,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,availability,Wifi,Kitchen,Heating,Essentials,Smoke detector,Washer,Fire extinguisher,TV,Hangers,Iron,Laptop friendly workspace,Hair dryer,Shampoo,Family/kid friendly,Hot water,Dryer,Cable TV,Elevator,Internet,Buzzer/wireless intercom,Refrigerator,Free parking on premises,Dishes and silverware,Cooking basics,Indoor fireplace,Bed linens,Oven,Stove,First aid kit,Dishwasher,Lock on bedroom door,Private entrance,Host greets you,Coffee maker,Paid parking off premises,Pets allowed,Patio or balcony,Safety card,Carbon monoxide detector,Garden or backyard,Microwave,Paid parking on premises,Extra pillows and blankets,Long term stays allowed,Other,Private living room,Free street parking,Luggage dropoff allowed,Self check-in,24-hour check-in,Well-lit path to entrance,BBQ grill,Lockbox,Children’s books and toys,Breakfast,High chair,Room-darkening shades,Wheelchair accessible,Step-free access,Crib,Grefsen,Ullern,Majorstuen,St. Hanshaugen,Grünerløkka,Østensjø,Alna,Gamle Oslo,Bjerke,Nordstrand,Sentrum,Nordre Aker,Sagene,Frogner,Real Bed,Futon,Airbed,Pull-out Sofa,Couch,Entire home/apt,Private room,Shared room,moderate,strict_14_with_grace_period,flexible,super_strict_30,Apartment,Condominium,House,Aparthotel,Loft,Hostel,Townhouse,Tiny house,Other,Bed and breakfast,Cabin,Guest suite,Villa,Guesthouse,Boat,Serviced apartment,Train,Camper/RV,Tent,Campsite,Farm stay,Houseboat,Chalet,Cottage,Dome house,within a few hours,a few days or more,within an hour,within a day
1313,7391013,"Nordstrand, Oslo, Norway",752.0,0,0.0,2018-07-01,4,1.0,2.0,2.0,0.0,250.0,4,200.0,3,1125,4,0,10.8011,59.857209999999995,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1314,7391155,"Guest room in the award winning ""Green House""",734.0,32,0.0,2015-08-17,2,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,0,10.7686,59.92735,98.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1315,7393869,Charming 45m² apt *Easy access to public transport,950.0,36,0.0,2016-03-19,2,1.0,1.0,1.0,2500.0,100.0,1,100.0,1,30,1,364,10.77918,59.93274,96.0,10.0,10.0,10.0,9.0,10.0,0.9972602739726028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1316,7418976,Briskeby Guest Rooms,397.0,30,0.0,2017-01-02,2,1.5,1.0,2.0,0.0,303.0,1,342.0,1,90,1,364,10.72034,59.91931999999999,94.0,9.0,10.0,10.0,10.0,9.0,0.9972602739726028,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1317,7430888,"Spacious, quiet, centrally located",734.0,0,0.0,2018-07-01,2,1.0,1.0,1.0,0.0,586.0,2,244.0,1,1125,2,0,10.71542,59.93224,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1318,7432000,Unique and charming apartment,778.0,3,0.0,2017-10-14,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,365,10.75887,59.92006,87.0,7.0,10.0,10.0,10.0,9.0,1.0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1319,7434631,Cozy affordable room/Near city centre&munch museum,415.0,134,0.0,2015-08-07,2,1.0,1.0,1.0,679.0,0.0,1,100.0,1,31,1,352,10.78604,59.90801999999999,96.0,10.0,10.0,10.0,9.0,10.0,0.9643835616438357,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1320,7454353,Small apartment Oslo - Bekkelaget,354.0,1,0.0,2017-08-06,2,1.0,1.0,1.0,0.0,400.0,1,0.0,2,1125,1,88,10.79786,59.88372,100.0,10.0,10.0,10.0,10.0,10.0,0.2410958904109589,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1321,7456799,Cozy flat in West-Oslo,847.0,0,0.0,2018-07-01,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,10.63039,59.92799,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1322,7457912,Room in modern apartment,354.0,0,0.0,2018-07-01,2,1.0,1.0,2.0,1000.0,100.0,1,250.0,1,7,1,0,10.78781,59.930240000000005,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1323,7477493,Charming and spacious Old Town flat,950.0,15,0.0,2015-10-11,4,1.0,1.0,3.0,0.0,200.0,2,130.0,4,15,2,0,10.77126,59.90951999999999,97.0,10.0,10.0,10.0,9.0,10.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1324,7492949,"Small, cozy studio on ground floor",691.0,119,0.0,2015-08-22,3,1.0,0.0,2.0,0.0,200.0,2,200.0,2,1125,2,0,10.757760000000001,59.92539,95.0,10.0,10.0,10.0,10.0,9.0,0.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1325,7493185,Nice apartment in central Oslo,415.0,3,0.0,2015-07-29,2,1.0,1.0,2.0,0.0,0.0,1,86.0,1,1125,1,0,10.776010000000001,59.92171,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1326,7496694,2 min from Royal Palace,691.0,25,0.0,2016-08-19,2,1.0,1.0,1.0,0.0,400.0,1,150.0,3,65,1,338,10.71819,59.91627,96.0,10.0,10.0,10.0,10.0,9.0,0.9260273972602739,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1327,7503462,Meget sentralt på Majorstuen/ Frogner.,458.0,2,0.0,2016-06-08,2,1.5,1.0,1.0,0.0,0.0,1,0.0,2,7,1,0,10.71482,59.92586,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1328,7513903,Central apartment over 2 floors,769.0,7,0.0,2015-08-18,3,1.0,1.0,3.0,0.0,0.0,1,0.0,2,1125,1,0,10.720289999999999,59.92695,97.0,9.0,10.0,10.0,10.0,9.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1329,7525533,"Oslo, Sagene",691.0,0,0.0,2018-07-01,3,1.0,1.0,2.0,0.0,0.0,1,0.0,1,1125,1,0,10.75652,59.937540000000006,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1330,7537978,Charming city house,1253.0,23,0.0,2017-06-01,3,1.5,1.0,1.0,0.0,500.0,1,0.0,4,1125,1,88,10.7008,59.92163000000001,100.0,10.0,10.0,10.0,10.0,10.0,0.2410958904109589,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1331,7541411,Apartment in quiet area close to city center,553.0,0,0.0,2018-07-01,3,1.0,1.0,1.0,0.0,0.0,1,0.0,5,5,1,0,10.7544,59.938590000000005,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1332,7542454,3 bedroom appartment in the heart of the city,898.0,11,0.0,2015-08-18,5,1.0,3.0,3.0,0.0,0.0,1,0.0,2,1125,1,0,10.7641,59.91291999999999,93.0,8.0,10.0,10.0,9.0,10.0,0.0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1333,7566647,South Oslo Fjord view.,631.0,0,0.0,2018-07-01,4,1.0,1.0,2.0,4880.0,195.0,1,0.0,1,1125,1,0,10.7899,59.8315,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1334,7575082,"Fresh flat, private room, 7 min from City Centre",432.0,58,0.0,2016-08-07,2,1.0,1.0,1.0,0.0,0.0,2,200.0,1,3,2,9,10.76408,59.91231,96.0,9.0,10.0,10.0,10.0,10.0,0.024657534246575342,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1335,7576275,Awesome apartment by Majorstuen!,1201.0,0,0.0,2018-07-01,3,1.0,1.0,2.0,0.0,0.0,1,0.0,1,1125,1,0,10.72227,59.92677,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1336,7576449,"Studio apartment with amazing view, Grünnerløkka",847.0,11,0.0,2016-07-10,2,1.0,0.0,1.0,2000.0,500.0,1,0.0,1,1125,1,0,10.7651,59.92381999999999,98.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1337,7578204,Ullern,449.0,0,0.0,2018-07-01,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,10.65277,59.92899,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1338,7587382,Classical and Romantic with Garden,553.0,1,0.0,2015-08-09,2,1.0,1.0,1.0,0.0,400.0,2,300.0,1,1125,2,365,10.73767,59.92867,100.0,10.0,10.0,10.0,10.0,10.0,1.0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1339,7588819,Beautiful apartment at Frogner,1503.0,0,0.0,2018-07-01,4,1.5,2.0,2.0,0.0,600.0,1,0.0,1,1125,1,0,10.71696,59.91457,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1340,7589692,"Private Room i central, new apt, fully furnish apt",441.0,44,0.0,2015-08-09,1,1.0,2.0,1.0,2000.0,90.0,1,490.0,1,1125,1,0,10.75348,59.926869999999994,95.0,10.0,10.0,10.0,10.0,9.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1341,7590570,Flott leilighet på Frogner,994.0,51,0.0,2015-09-13,4,1.5,2.0,2.0,0.0,0.0,1,0.0,2,14,1,2,10.71395,59.91516,98.0,10.0,10.0,10.0,10.0,10.0,0.005479452054794521,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1342,7598576,Nice little flat in central part of Oslo,501.0,6,0.0,2016-09-19,2,1.0,0.0,1.0,0.0,0.0,1,150.0,2,1125,1,0,10.779630000000001,59.90778,85.0,9.0,10.0,8.0,9.0,9.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1343,7599717,Old´n charming townhouse 105m2 with lux. bathroom,1296.0,3,0.0,2015-09-06,5,1.5,3.0,5.0,0.0,250.0,5,0.0,4,1125,5,157,10.78353,59.90096,100.0,10.0,10.0,10.0,10.0,10.0,0.4301369863013699,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1344,7606617,Super central apt in Oslo!,397.0,6,0.0,2015-08-26,2,1.0,1.0,1.0,1000.0,0.0,1,0.0,3,1125,1,0,10.76769,59.90735,84.0,9.0,9.0,10.0,9.0,9.0,0.0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1345,7606973,Uelands gate 57F - Innenfor ring 2,752.0,0,0.0,2018-07-01,3,1.0,1.0,3.0,0.0,0.0,1,0.0,1,1125,1,0,10.750680000000001,59.92875,100.0,10.0,10.0,10.0,10.0,10.0,0.0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1346,7608300,View over Oslo,734.0,0,0.0,2018-07-01,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,10.75108,59.927690000000005,100.0,10.0,10.0,10.0,10.0,10.0,0.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1347,7616237,Super central 45m2 apartment with private balcony,847.0,14,0.0,2016-01-03,6,1.0,1.0,2.0,830.0,0.0,4,200.0,1,1125,4,0,10.75924,59.913109999999996,87.0,9.0,10.0,9.0,10.0,9.0,0.0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1348,7617562,cute appartment central Oslo,1503.0,5,0.0,2015-08-16,3,1.0,0.0,1.0,0.0,250.0,1,200.0,2,1125,1,88,10.80585,59.912130000000005,80.0,10.0,8.0,10.0,10.0,10.0,0.2410958904109589,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1349,7617740,Quiet and spacious private room with own bathroom,389.0,11,0.0,2016-12-31,2,1.0,1.0,1.0,0.0,200.0,1,150.0,2,30,1,0,10.70607,59.912569999999995,95.0,9.0,9.0,10.0,9.0,9.0,0.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
