,id,name,price,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,guests_included,availability_365,neighbourhood,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,latitude,longitude,review_scores_value,bed_type,room_type,cancellation_policy,property_type
2933,13800541,Frognerleilighet med atmosfære,950.0,5,1.5,1.0,3.0,0.0,0.0,2,100.0,2,1125,2,0,Frogner,7,100.0,10.0,10.0,10.0,10.0,59.920480000000005,10.70008,10.0,Real Bed,Entire home/apt,moderate,Condominium
2934,13801921,"Bikes&bfast*, Scandinavian style room central",449.0,2,1.0,1.0,1.0,0.0,0.0,2,0.0,1,5,2,106,Majorstuen,250,99.0,10.0,10.0,10.0,10.0,59.92077,10.72822,10.0,Real Bed,Private room,strict_14_with_grace_period,Apartment
2935,13805981,Cosy room in big central apartment,302.0,2,1.0,1.0,1.0,0.0,100.0,1,0.0,2,1125,1,0,Sagene,4,100.0,10.0,10.0,10.0,9.0,59.9399,10.77985,10.0,Real Bed,Private room,flexible,Apartment
2936,13806245,Nice apartment close to city centre,484.0,2,1.0,1.0,1.0,1500.0,0.0,1,0.0,3,10,1,0,Gamle Oslo,0,100.0,10.0,10.0,10.0,10.0,59.90987,10.81284,10.0,Real Bed,Entire home/apt,flexible,Apartment
2937,13806666,Melhuset,1987.0,5,1.0,3.0,5.0,0.0,600.0,5,300.0,4,50,5,353,Grünerløkka,24,99.0,10.0,10.0,10.0,10.0,59.92726999999999,10.76051,10.0,Real Bed,Entire home/apt,flexible,Apartment
2938,13808340,"Luxurious, spacious apartment in exclusive Frogner",1201.0,4,1.5,2.0,2.0,1500.0,500.0,1,0.0,3,1125,1,0,Frogner,0,100.0,10.0,10.0,10.0,10.0,59.91421,10.71711,10.0,Real Bed,Entire home/apt,flexible,Apartment
2939,13808680,Central and charming loft with amazing balcony,1002.0,4,1.0,2.0,3.0,1000.0,400.0,1,0.0,7,20,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.92847,10.73713,10.0,Real Bed,Entire home/apt,flexible,Apartment
2940,13811977,Luxurious Top-Floor apartment with Stunning Views,916.0,3,1.0,1.0,1.0,998.0,298.0,1,0.0,4,1125,1,0,Sentrum,20,84.0,7.0,9.0,9.0,10.0,59.90726,10.72274,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
2941,13813233,Apartment near nature and public transport,674.0,3,1.0,1.0,1.0,1000.0,300.0,1,0.0,2,7,1,0,Bjerke,0,100.0,10.0,10.0,10.0,10.0,59.94826,10.82444,10.0,Real Bed,Entire home/apt,flexible,Apartment
2942,13814030,"6th floor, 1 br, the university and Majorstuen",596.0,2,1.0,1.0,1.0,2500.0,500.0,1,0.0,1,1125,1,0,Majorstuen,3,100.0,10.0,10.0,10.0,10.0,59.93283,10.717139999999999,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
2943,13814043,Single Room,251.0,2,1.0,1.0,1.0,0.0,100.0,1,0.0,1,1125,1,0,Bjerke,3,70.0,3.0,7.0,10.0,8.0,59.94203,10.80917,5.0,Real Bed,Private room,flexible,Apartment
2944,13819789,Two rooms with a view,691.0,4,1.0,1.0,2.0,3000.0,0.0,1,0.0,1,1125,1,0,St. Hanshaugen,2,90.0,9.0,9.0,10.0,9.0,59.92846,10.74667,9.0,Real Bed,Entire home/apt,flexible,Apartment
2945,13819809,"Downtown Oslo, 3 bedrooms",898.0,4,1.0,3.0,4.0,0.0,0.0,2,100.0,1,14,2,0,Majorstuen,22,93.0,9.0,10.0,10.0,9.0,59.930859999999996,10.71037,10.0,Real Bed,Entire home/apt,moderate,Apartment
2946,13819928,Olaf Ryes Plass/Grünerløkka,683.0,4,1.0,2.0,4.0,4000.0,100.0,1,0.0,5,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.9226,10.75804,10.0,Real Bed,Entire home/apt,flexible,Apartment
2947,13820569,Cosy apartement placed near the city center,734.0,4,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,0,Gamle Oslo,12,95.0,9.0,9.0,10.0,9.0,59.90805,10.77939,9.0,Real Bed,Entire home/apt,flexible,Apartment
2948,13822065,Room in Oslo,406.0,2,1.0,1.0,1.0,0.0,0.0,1,150.0,2,30,1,169,Grünerløkka,132,96.0,10.0,10.0,10.0,9.0,59.824009999999994,10.80102,10.0,Real Bed,Private room,moderate,Apartment
2949,13822194,Leilighet i Oslo,415.0,4,1.0,2.0,3.0,0.0,0.0,1,0.0,30,120,1,0,Østensjø,2,100.0,10.0,6.0,8.0,10.0,59.88411,10.84576,8.0,Real Bed,Entire home/apt,flexible,Apartment
2950,13822324,Fresh apartment with ideal location,898.0,3,1.0,1.0,1.0,0.0,400.0,1,0.0,4,1125,1,0,St. Hanshaugen,4,93.0,9.0,10.0,10.0,9.0,59.922380000000004,10.735330000000001,10.0,Real Bed,Entire home/apt,moderate,Apartment
2951,13822895,The Loft,769.0,6,1.0,3.0,6.0,2500.0,300.0,1,0.0,1,1125,1,0,Grünerløkka,5,96.0,9.0,9.0,10.0,10.0,59.922869999999996,10.7671,10.0,Real Bed,Entire home/apt,flexible,Loft
2952,13825761,"Cozy flat, in central and hip neighborhood",596.0,2,1.0,1.0,1.0,0.0,200.0,1,0.0,2,21,1,0,Gamle Oslo,5,88.0,10.0,10.0,10.0,9.0,59.91336,10.77944,9.0,Real Bed,Entire home/apt,moderate,Apartment
2953,13826659,Rom on top floor,501.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,2,7,1,6,Gamle Oslo,3,100.0,10.0,10.0,10.0,10.0,59.91361,10.77623,9.0,Real Bed,Entire home/apt,flexible,Apartment
2954,13833188,Central quiet embassy area,492.0,2,1.0,1.0,2.0,1000.0,150.0,1,140.0,2,4,1,0,Frogner,0,100.0,10.0,10.0,10.0,10.0,59.911,10.7069,10.0,Real Bed,Private room,moderate,Apartment
2955,13834801,Fully renovated appartment in the heart of Oslo,1002.0,4,1.0,2.0,2.0,0.0,500.0,4,500.0,3,30,4,0,Grünerløkka,7,98.0,10.0,9.0,10.0,10.0,59.91809,10.74817,10.0,Real Bed,Entire home/apt,moderate,Apartment
2956,13837104,Penthouse apartment in central Oslo,1253.0,3,1.0,2.0,2.0,0.0,249.0,1,0.0,2,10,1,49,Grünerløkka,6,100.0,10.0,10.0,10.0,10.0,59.925819999999995,10.75174,10.0,Real Bed,Entire home/apt,flexible,Apartment
2957,13837327,Leilighet Majorstuen,1201.0,2,1.0,1.0,1.0,0.0,500.0,1,0.0,1,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92884,10.72245,10.0,Real Bed,Entire home/apt,flexible,Apartment
2958,13839412,Spacious apartment/house near central Oslo,847.0,4,1.0,3.0,3.0,0.0,100.0,1,0.0,4,14,1,0,Grünerløkka,2,100.0,10.0,10.0,10.0,10.0,59.926919999999996,10.78856,10.0,Real Bed,Entire home/apt,flexible,Apartment
2959,13840557,Balder R. Best place to stay in the heart of Oslo,674.0,4,2.5,1.0,2.0,900.0,135.0,2,140.0,1,90,2,238,Sentrum,215,96.0,10.0,10.0,10.0,10.0,59.9142,10.726510000000001,9.0,Real Bed,Private room,moderate,Apartment
2960,13841001,Cozy cabin in the woods with lovely surroundings,302.0,2,1.0,1.0,2.0,1000.0,150.0,1,0.0,1,1125,1,0,Nordstrand,0,100.0,10.0,10.0,10.0,10.0,59.861380000000004,10.83048,10.0,Real Bed,Private room,flexible,House
2961,13841227,Spacious apartment in central/quiet neighborhood,501.0,2,1.0,1.0,1.0,0.0,150.0,1,0.0,4,1125,1,0,Sagene,1,100.0,10.0,10.0,10.0,10.0,59.93611,10.77188,10.0,Real Bed,Entire home/apt,flexible,Apartment
2962,13841408,Charming and centrally located at Majorstuen!,847.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,2,9,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92782,10.71394,10.0,Real Bed,Entire home/apt,flexible,Apartment
2963,13841599,"Thor Room, Best place to stay in the heart of Oslo",674.0,4,2.5,1.0,2.0,900.0,140.0,2,145.0,1,130,2,322,Sentrum,135,97.0,10.0,10.0,10.0,10.0,59.91571999999999,10.726569999999999,10.0,Real Bed,Private room,moderate,Apartment
2964,13841730,"Tyr Room, EASY ACCESS FROM AIRPORT!",441.0,2,2.5,1.0,1.0,802.0,150.0,1,150.0,1,130,1,271,Sentrum,83,96.0,10.0,10.0,10.0,10.0,59.915040000000005,10.72638,9.0,Real Bed,Private room,moderate,Apartment
2965,13842903,"Urban Tøyen, ten min walk to the city centrum",648.0,2,1.0,1.0,1.0,900.0,200.0,1,50.0,4,1125,1,0,Gamle Oslo,1,100.0,10.0,10.0,10.0,10.0,59.91523000000001,10.76745,10.0,Real Bed,Entire home/apt,flexible,Apartment
2966,13850076,Sentral beliggenhet,665.0,2,1.0,1.0,2.0,0.0,0.0,1,0.0,1,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.92201,10.75083,10.0,Real Bed,Entire home/apt,flexible,Apartment
2967,13852184,"Frigg Rom, Best place to stay in the heart of Oslo",562.0,2,2.5,1.0,1.0,900.0,150.0,1,150.0,1,130,1,314,Sentrum,126,96.0,10.0,10.0,10.0,10.0,59.913830000000004,10.7264,10.0,Real Bed,Private room,moderate,Apartment
2968,13852537,"Loki Room, Best place to stay in the heart of Oslo",467.0,2,2.5,1.0,1.0,800.0,110.0,1,110.0,1,130,1,286,Sentrum,193,97.0,10.0,10.0,10.0,10.0,59.91421999999999,10.724960000000001,10.0,Real Bed,Private room,moderate,Apartment
2969,13852615,Modern new apartment in Nydalen,397.0,2,1.0,1.0,1.0,0.0,50.0,1,0.0,2,8,1,0,Sagene,1,100.0,10.0,10.0,10.0,10.0,59.94554,10.77079,10.0,Real Bed,Entire home/apt,moderate,Apartment
2970,13852752,"Freya Rom, Best place to stay in the heart of Oslo",562.0,2,2.5,1.0,1.0,802.0,130.0,1,111.0,1,130,1,311,Sentrum,101,96.0,10.0,10.0,10.0,10.0,59.914080000000006,10.72511,10.0,Real Bed,Private room,moderate,Apartment
2971,13852956,High-end apartment at Frogner remodeled in 2016,1451.0,3,1.0,1.0,1.0,0.0,500.0,1,0.0,4,1125,1,0,Frogner,0,100.0,10.0,10.0,10.0,10.0,59.91539,10.70745,10.0,Real Bed,Entire home/apt,flexible,Apartment
2972,13853601,"A quiet, green hill in the middle of Oslo",864.0,4,1.0,2.0,2.0,1296.0,475.0,2,216.0,4,40,2,0,Gamle Oslo,35,99.0,10.0,10.0,10.0,10.0,59.912130000000005,10.76845,10.0,Real Bed,Entire home/apt,moderate,Condominium
2973,13856610,Lovely apt w/ balcony right by Royal Palace!,1002.0,3,1.0,1.0,2.0,0.0,297.0,1,198.0,2,1125,1,0,Majorstuen,1,100.0,10.0,10.0,10.0,10.0,59.92071,10.728639999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
2974,13857713,Cozy loft in charming neighborhood,622.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,33,Sagene,66,97.0,9.0,10.0,10.0,10.0,59.93723000000001,10.77135,10.0,Real Bed,Entire home/apt,moderate,Loft
2975,13859356,Leilighet kort vei fra Holmenkollen,847.0,4,1.5,3.0,3.0,900.0,250.0,1,0.0,1,1125,1,0,Grünerløkka,12,98.0,10.0,10.0,10.0,10.0,59.966640000000005,10.642330000000001,10.0,Real Bed,Entire home/apt,flexible,Condominium
2976,13862202,"Central, beautiful corner apartment",1486.0,4,1.0,2.0,2.0,0.0,500.0,3,0.0,1,100,3,34,St. Hanshaugen,2,100.0,10.0,10.0,10.0,10.0,59.922419999999995,10.745460000000001,10.0,Real Bed,Entire home/apt,moderate,Apartment
2977,13862432,Majorstuen close to everything!bmw in the basement,898.0,3,1.0,1.0,1.0,2500.0,850.0,1,0.0,6,12,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.93006,10.71113,10.0,Real Bed,Entire home/apt,flexible,Apartment
2978,13862485,"Newly renovated apartment, sentraly located, Oslo",752.0,4,1.0,2.0,1.0,0.0,432.0,1,0.0,1,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.9204,10.765089999999999,10.0,Airbed,Entire home/apt,flexible,Apartment
2979,13864039,"Bright apartment, beautiful view, close to metro",752.0,4,1.0,1.0,2.0,0.0,350.0,4,150.0,2,14,4,0,Nordstrand,11,96.0,10.0,10.0,10.0,10.0,59.88406,10.805019999999999,10.0,Real Bed,Entire home/apt,moderate,Apartment
2980,13864457,"Seaview, modern bathroom, parking.",423.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,2,1125,1,0,Nordstrand,0,100.0,10.0,10.0,10.0,10.0,59.83322,10.78348,10.0,Real Bed,Entire home/apt,flexible,Apartment
2981,13864929,"Modern apartment with sunny balcony, Grünerløkka.",700.0,4,1.0,1.0,2.0,0.0,300.0,1,300.0,2,1125,1,269,Grünerløkka,12,95.0,10.0,10.0,10.0,10.0,59.918330000000005,10.76342,9.0,Real Bed,Entire home/apt,moderate,Apartment
2982,13868679,Modern and fresh apartment in GREAT location,1503.0,3,1.0,1.0,1.0,1993.0,350.0,2,200.0,2,365,2,347,Sagene,70,95.0,9.0,10.0,10.0,10.0,59.929159999999996,10.75308,9.0,Real Bed,Entire home/apt,moderate,Apartment
2983,13868780,"Small, quiet and central room in Grünerløkka",259.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Grünerløkka,121,96.0,9.0,10.0,10.0,10.0,59.917609999999996,10.76098,10.0,Real Bed,Private room,moderate,Apartment
2984,13869731,Fresh and central apartment at Bislett,803.0,2,1.0,1.0,1.0,0.0,100.0,1,0.0,2,1125,1,0,St. Hanshaugen,8,97.0,10.0,10.0,10.0,10.0,59.92266,10.73471,10.0,Real Bed,Entire home/apt,moderate,Apartment
2985,13869913,Beautiful apartment in vibrant Grünerløkka,898.0,2,1.0,1.0,1.0,0.0,100.0,2,80.0,2,14,2,4,Grünerløkka,14,100.0,10.0,10.0,10.0,9.0,59.92643,10.761560000000001,10.0,Real Bed,Entire home/apt,moderate,Apartment
2986,13870562,Funky Apartment near Grünnerløkka,778.0,5,1.0,2.0,2.0,1296.0,294.0,4,164.0,2,1125,4,0,Grünerløkka,6,100.0,10.0,10.0,10.0,10.0,59.927369999999996,10.77229,10.0,Real Bed,Entire home/apt,moderate,Apartment
2987,13872267,Modern Apartment by Grünerløkka! Near everything.,726.0,2,1.0,1.0,2.0,0.0,125.0,2,250.0,2,5,2,4,Grünerløkka,25,98.0,10.0,10.0,10.0,10.0,59.92225,10.77259,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
2988,13875676,Unique loft at Tøyen with a fantastic view,1097.0,4,1.0,2.0,2.0,0.0,0.0,1,0.0,30,1125,1,0,Gamle Oslo,1,100.0,10.0,10.0,10.0,10.0,59.9108,10.77735,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Loft
2989,13879004,Luxurious apartment few blocks from Royal palace,1996.0,6,1.0,2.0,3.0,3000.0,1000.0,3,500.0,4,20,3,349,Majorstuen,9,84.0,9.0,9.0,9.0,9.0,59.92162,10.73196,9.0,Real Bed,Entire home/apt,moderate,Apartment
2990,13888846,A birds nest in walking distance to everything,803.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Gamle Oslo,26,97.0,10.0,10.0,10.0,10.0,59.90585,10.77208,9.0,Real Bed,Private room,moderate,Condominium
2991,13890481,"126 m2, sunny, central, parking, close to metro",2307.0,6,2.0,3.0,3.0,10000.0,1200.0,5,500.0,4,1125,5,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92637,10.717360000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
2992,13891004,Lys og moderne 1-roms leil på Rodeløkka/Sofienberg,397.0,2,1.0,0.0,1.0,1500.0,0.0,1,0.0,5,31,1,16,Grünerløkka,4,95.0,10.0,10.0,10.0,10.0,59.924209999999995,10.77107,10.0,Real Bed,Entire home/apt,moderate,Apartment
2993,13895011,Nice & quiet place in a vibrant and exciting area,803.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.920230000000004,10.76698,10.0,Real Bed,Entire home/apt,flexible,Apartment
2994,13895818,Cozy flat in cool and central part of town.,812.0,4,1.0,2.0,2.0,0.0,0.0,1,0.0,3,1125,1,0,Gamle Oslo,2,90.0,9.0,10.0,10.0,10.0,59.9108,10.77557,9.0,Real Bed,Entire home/apt,flexible,Apartment
2995,13895927,Central apartment with ocean view,1503.0,3,1.0,2.0,2.0,2000.0,600.0,1,0.0,3,10,1,0,Gamle Oslo,0,100.0,10.0,10.0,10.0,10.0,59.902069999999995,10.75502,10.0,Real Bed,Entire home/apt,flexible,Apartment
2996,13896695,Large room in the beating heart of Oslo,354.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,2,10,1,0,Gamle Oslo,7,97.0,10.0,10.0,10.0,10.0,59.91346,10.76679,10.0,Real Bed,Private room,flexible,Apartment
2997,13897592,"Super central, modern apartment, quiet and comfy",467.0,2,1.0,1.0,1.0,0.0,205.0,1,130.0,1,15,1,94,St. Hanshaugen,129,97.0,10.0,10.0,10.0,10.0,59.9184,10.74572,10.0,Real Bed,Private room,moderate,Apartment
2998,13905257,Cosy rooftop apartment on beautiful St Hanshaugen,1054.0,4,1.0,2.0,2.0,0.0,200.0,2,100.0,4,20,2,0,St. Hanshaugen,6,90.0,10.0,10.0,10.0,10.0,59.92545,10.7422,9.0,Real Bed,Entire home/apt,moderate,Apartment
2999,13911232,Deluxe room @ Hotel Christiania Teater,1503.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Sentrum,0,100.0,10.0,10.0,10.0,10.0,59.91423,10.73502,10.0,Real Bed,Private room,flexible,Bed and breakfast
3000,13911987,Room in welcoming apartment at Grünerløkka,354.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Grünerløkka,4,95.0,10.0,10.0,10.0,10.0,59.928090000000005,10.77522,10.0,Real Bed,Private room,flexible,Apartment
3001,13912699,"Sunny side Nydalen- 1 room, 1 couch",389.0,4,1.0,1.0,2.0,0.0,150.0,1,0.0,1,1125,1,0,Grefsen,6,87.0,8.0,10.0,10.0,9.0,59.947990000000004,10.76867,9.0,Real Bed,Private room,flexible,Apartment
3002,13916383,"Cosy House in quiet area, close to the city!",1201.0,6,2.0,3.0,3.0,0.0,0.0,1,0.0,2,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.915569999999995,10.75603,10.0,Real Bed,Entire home/apt,flexible,House
3003,13917563,Nice apartement - great location!,518.0,2,1.0,1.0,1.0,2000.0,0.0,1,0.0,6,30,1,0,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.93323,10.755230000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
3004,13918008,Beautiful Apt (room for rent) in downtown Oslo,501.0,1,1.0,1.0,1.0,1000.0,100.0,1,0.0,2,4,1,0,Nordre Aker,0,100.0,10.0,10.0,10.0,10.0,59.93428,10.72462,10.0,Real Bed,Private room,flexible,Apartment
3005,13919853,Cozy room near the Opera.,596.0,2,1.0,1.0,1.0,0.0,250.0,1,0.0,3,182,1,140,Gamle Oslo,6,100.0,10.0,10.0,10.0,10.0,59.902409999999996,10.75485,10.0,Real Bed,Private room,moderate,Apartment
3006,13920404,Explore Norway in a VW camper.,898.0,2,0.0,1.0,2.0,0.0,0.0,1,0.0,4,1125,1,113,Nordstrand,33,96.0,9.0,10.0,10.0,10.0,59.9005,10.763060000000001,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Camper/RV
3007,13920651,Lovely Apartment ❤️ Super Central,467.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,2,30,1,0,Grünerløkka,16,100.0,10.0,10.0,10.0,10.0,59.92705,10.76016,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
3008,13921104,"20 min from Oslo, 40m from airport",251.0,2,1.0,1.0,1.0,0.0,0.0,1,250.0,1,1125,1,0,Østensjø,6,97.0,9.0,10.0,10.0,10.0,59.9027,10.8168,9.0,Real Bed,Private room,flexible,Townhouse
3009,13922574,Stor leilighet med gangavstand til alt,1037.0,3,1.0,2.0,2.0,8639.0,518.0,1,0.0,1,1125,1,0,Grünerløkka,3,93.0,9.0,9.0,9.0,8.0,59.91723,10.7489,9.0,Real Bed,Entire home/apt,flexible,Apartment
3010,13926912,"Modern apartment, close to the city centre!",570.0,3,1.0,1.0,1.0,0.0,200.0,2,280.0,7,1125,2,169,Grünerløkka,24,98.0,10.0,10.0,10.0,9.0,59.930519999999994,10.78172,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
3011,13930665,Cosy apartment in the heart of central Oslo,994.0,3,1.0,1.0,2.0,0.0,250.0,2,150.0,3,10,2,0,Gamle Oslo,0,100.0,10.0,10.0,10.0,10.0,59.912240000000004,10.77391,10.0,Real Bed,Entire home/apt,moderate,Apartment
3012,13931146,Loftsleilighet med utsikt,484.0,3,1.0,1.0,1.0,2592.0,389.0,1,0.0,1,10,1,0,Nordstrand,1,80.0,8.0,8.0,8.0,8.0,59.901630000000004,10.78609,8.0,Real Bed,Entire home/apt,flexible,Apartment
3013,13934803,Room in bright and quiet flat,553.0,1,1.0,1.0,1.0,0.0,250.0,1,0.0,3,90,1,0,Nordre Aker,0,100.0,10.0,10.0,10.0,10.0,59.955780000000004,10.718169999999999,10.0,Real Bed,Private room,moderate,Apartment
3014,13935857,Small penthouse near Aker Brygge and Solli plass,1296.0,2,1.0,1.0,1.0,3456.0,432.0,1,0.0,4,1125,1,0,Sentrum,0,100.0,10.0,10.0,10.0,10.0,59.911880000000004,10.728580000000001,10.0,Airbed,Entire home/apt,flexible,Apartment
3015,13937722,Amazing and central apartment for rent,855.0,4,1.0,1.0,2.0,1711.0,0.0,1,0.0,2,7,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.92024,10.767560000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
3016,13947518,Bedroom in cozy house,251.0,2,1.5,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Nordstrand,6,97.0,10.0,10.0,10.0,9.0,59.835390000000004,10.802439999999999,10.0,Real Bed,Private room,flexible,Townhouse
3017,13947864,Luxurious appartement,354.0,6,1.0,2.0,2.0,0.0,50.0,1,0.0,15,1125,1,0,Alna,0,100.0,10.0,10.0,10.0,10.0,59.93076,10.85369,10.0,Real Bed,Entire home/apt,flexible,Apartment
3018,13951481,"Modern, trendy appartment from 2008",1460.0,2,1.0,1.0,1.0,0.0,0.0,2,0.0,1,1125,2,0,Grünerløkka,2,100.0,10.0,10.0,10.0,10.0,59.92765,10.75957,10.0,Real Bed,Entire home/apt,flexible,Apartment
3019,13952849,Central flat Rooftop terrace sunny,700.0,2,1.5,1.0,2.0,0.0,0.0,1,0.0,1,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92666,10.716330000000001,10.0,Real Bed,Private room,flexible,Apartment
3020,13955456,Loft apartment in central Oslo,518.0,2,1.0,1.0,1.0,0.0,400.0,1,200.0,3,9,1,0,Gamle Oslo,0,100.0,10.0,10.0,10.0,10.0,59.910959999999996,10.77872,10.0,Real Bed,Entire home/apt,flexible,Apartment
3021,13956860,City central apartment with smal garden.,657.0,2,1.0,1.0,1.0,0.0,100.0,1,0.0,2,1125,1,0,Gamle Oslo,2,90.0,9.0,10.0,10.0,10.0,59.90326999999999,10.77176,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
3022,13956943,Quiet and comfortable near the Center of Oslo,778.0,3,1.0,1.0,2.0,2160.0,173.0,2,86.0,2,112,2,11,Gamle Oslo,42,100.0,10.0,10.0,10.0,10.0,59.91348000000001,10.76523,10.0,Real Bed,Entire home/apt,flexible,Condominium
3023,13957115,Beautiful view close to the city center,752.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,3,9,1,78,Gamle Oslo,10,89.0,9.0,10.0,10.0,9.0,59.90963000000001,10.7911,10.0,Real Bed,Entire home/apt,flexible,Apartment
3024,13965325,"Central apt, Fredensborg, super view from roof",553.0,2,1.0,1.0,1.0,0.0,200.0,1,0.0,1,1125,1,0,St. Hanshaugen,6,97.0,10.0,10.0,10.0,10.0,59.920519999999996,10.74859,10.0,Real Bed,Entire home/apt,flexible,Apartment
3025,13966387,Nice flat in central Grünerløkka,743.0,4,1.0,1.0,2.0,0.0,100.0,1,0.0,4,1125,1,0,Grünerløkka,12,95.0,10.0,10.0,10.0,10.0,59.92335,10.75705,10.0,Real Bed,Entire home/apt,flexible,Apartment
3026,13969016,"Modest, bright and central studio flat",648.0,2,1.0,0.0,1.0,0.0,100.0,1,200.0,2,10,1,11,St. Hanshaugen,31,94.0,10.0,10.0,10.0,10.0,59.92555,10.74752,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
3027,13969232,Central spacious apartement in old town Oslo,2186.0,7,1.0,3.0,6.0,2000.0,490.0,1,0.0,2,1125,1,177,Gamle Oslo,14,96.0,10.0,9.0,10.0,9.0,59.907309999999995,10.77238,10.0,Real Bed,Entire home/apt,flexible,Apartment
3028,13969779,"Central, cozy apartment. Comes fully equipped!",803.0,4,1.0,2.0,2.0,2500.0,0.0,1,0.0,5,16,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.9215,10.76342,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
3029,13970707,"Next to the Opera, Sea view, Close to the Central.",501.0,1,1.0,1.0,1.0,0.0,0.0,1,300.0,1,1,1,0,Gamle Oslo,56,99.0,10.0,10.0,10.0,10.0,59.90271,10.75302,10.0,Real Bed,Private room,strict_14_with_grace_period,Condominium
3030,13971879,"Big bright room in Oslo, Grunerløkka",700.0,2,1.0,1.0,1.0,0.0,74.0,1,0.0,3,1125,1,179,Grünerløkka,36,98.0,10.0,10.0,10.0,10.0,59.92944,10.76708,10.0,Real Bed,Private room,flexible,Apartment
3031,13974814,Central trendy apartment,803.0,3,1.0,1.0,2.0,0.0,300.0,1,0.0,3,25,1,0,Frogner,0,100.0,10.0,10.0,10.0,10.0,59.918040000000005,10.71448,10.0,Real Bed,Entire home/apt,moderate,Apartment
3032,13983161,Bright and spacious corner apartment,648.0,4,1.0,1.0,2.0,0.0,0.0,1,0.0,2,1125,1,0,Sagene,3,87.0,9.0,9.0,8.0,7.0,59.93337,10.774239999999999,9.0,Real Bed,Entire home/apt,flexible,Apartment
3033,13985390,"3-roms Ullernåsen, 20 meter til T-bane, parkering",501.0,3,1.0,2.0,2.0,1000.0,250.0,1,0.0,2,10,1,0,Ullern,0,100.0,10.0,10.0,10.0,10.0,59.931830000000005,10.65511,10.0,Real Bed,Entire home/apt,flexible,Apartment
3034,13988126,Charming apartment in Grünerløkka,536.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Grünerløkka,1,100.0,10.0,10.0,10.0,10.0,59.92416,10.756089999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
3035,13989728,"Room in central, charming apartment",449.0,2,1.0,1.0,1.0,0.0,200.0,1,50.0,5,1125,1,0,Gamle Oslo,1,100.0,10.0,10.0,10.0,10.0,59.915459999999996,10.76874,10.0,Real Bed,Private room,flexible,Apartment
