,id,name,price,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,guests_included,availability_365,neighbourhood,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,latitude,longitude,review_scores_value,bed_type,room_type,cancellation_policy,property_type
1509,8495405,Lovely and central apartment,492.0,4,1.0,1.0,2.0,0.0,100.0,2,100.0,1,1125,2,0,Grünerløkka,21,85.0,9.0,10.0,10.0,9.0,59.925219999999996,10.77065,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1510,8496627,"Attractive, sentral apartment Oslo",553.0,2,1.0,1.0,1.0,0.0,150.0,1,0.0,2,7,1,0,Frogner,3,93.0,10.0,9.0,10.0,9.0,59.920480000000005,10.70101,10.0,Real Bed,Entire home/apt,flexible,Apartment
1511,8499293,Charming apartment in the center of Oslo,1996.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,2,25,1,261,Grünerløkka,4,100.0,10.0,10.0,10.0,10.0,59.919669999999996,10.751719999999999,10.0,Real Bed,Entire home/apt,moderate,Apartment
1512,8499431,Super close to Viking Ship Museum,1676.0,4,1.0,2.0,4.0,0.0,700.0,1,0.0,4,1125,1,365,Grünerløkka,2,90.0,10.0,9.0,9.0,10.0,59.90361,10.68256,9.0,Real Bed,Entire home/apt,flexible,House
1513,8503331,Ostadalsveien 65b,1546.0,6,1.0,4.0,6.0,0.0,0.0,1,0.0,2,5,1,0,Ullern,0,100.0,10.0,10.0,10.0,10.0,59.93789,10.6475,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,House
1514,8503595,Big modern apartment/balcony/free parking,1201.0,3,1.0,1.0,1.0,0.0,0.0,2,300.0,1,1125,2,99,Majorstuen,34,96.0,10.0,10.0,10.0,10.0,59.92475,10.72684,10.0,Real Bed,Entire home/apt,moderate,Apartment
1515,8513905,"Nice, modern apt. in central Oslo",950.0,2,1.0,1.0,1.0,0.0,250.0,1,0.0,1,1125,1,16,Grünerløkka,2,100.0,10.0,10.0,10.0,10.0,59.9258,10.75127,10.0,Real Bed,Entire home/apt,flexible,Apartment
1516,8514135,Rom i urban loftsleilighet,397.0,1,1.0,1.0,1.0,1500.0,300.0,1,350.0,2,31,1,346,Gamle Oslo,13,97.0,10.0,10.0,10.0,10.0,59.907180000000004,10.77409,10.0,Real Bed,Private room,strict_14_with_grace_period,Loft
1517,8519241,New apartm 7 min walking from Opera,847.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Nordstrand,0,100.0,10.0,10.0,10.0,10.0,59.90235,10.767669999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
1518,8529453,"Sentralt på Majorstuen, Oslo",596.0,2,1.0,1.0,1.0,0.0,250.0,1,200.0,1,1125,1,0,Ullern,0,100.0,10.0,10.0,10.0,10.0,59.93188000000001,10.70752,10.0,Real Bed,Entire home/apt,moderate,Apartment
1519,8535376,Sentralt på Grunerløkka,553.0,2,1.0,1.0,1.0,0.0,300.0,1,0.0,1,1125,1,0,Grünerløkka,9,89.0,9.0,9.0,10.0,10.0,59.92345,10.76211,9.0,Real Bed,Entire home/apt,moderate,Apartment
1520,8537594,Central apartment with view,587.0,2,1.0,1.0,1.0,0.0,300.0,1,200.0,1,1125,1,63,Sagene,47,92.0,9.0,10.0,10.0,9.0,59.9331,10.753919999999999,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1521,8543351,Beautiful and chic in St Hanshaugen,691.0,4,1.0,1.0,1.0,0.0,290.0,2,150.0,2,1125,2,6,St. Hanshaugen,15,100.0,10.0,10.0,10.0,9.0,59.93315,10.74912,10.0,Real Bed,Entire home/apt,moderate,Apartment
1522,8553772,"2 roms leilighet med 3,7m takhøyde",752.0,3,1.0,2.0,2.0,2000.0,200.0,3,200.0,14,21,3,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.92332,10.76642,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1523,8567942,Colorful and light near center,527.0,4,1.0,1.0,2.0,0.0,150.0,1,200.0,1,1125,1,365,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.91913,10.74288,10.0,Real Bed,Private room,moderate,Apartment
1524,8581729,Cozy 48 sqm apartment in Oslo,501.0,2,1.0,1.0,1.0,0.0,450.0,1,0.0,2,14,1,364,Gamle Oslo,15,94.0,10.0,9.0,10.0,9.0,59.919669999999996,10.80204,10.0,Real Bed,Entire home/apt,flexible,Apartment
1525,8590866,Modern aptm in the heart of Grunerløkka,1002.0,3,1.0,1.0,2.0,1000.0,250.0,1,0.0,4,90,1,123,Grünerløkka,14,95.0,9.0,9.0,10.0,9.0,59.92111,10.760580000000001,9.0,Real Bed,Entire home/apt,moderate,Loft
1526,8592000,Leilighet med sentral beliggenhet,648.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,227,Sagene,101,99.0,10.0,10.0,10.0,10.0,59.93339,10.761569999999999,10.0,Real Bed,Entire home/apt,moderate,Apartment
1527,8592844,Cozy 2BR near central Oslo. PERFECT for families!,1201.0,6,1.0,2.0,4.0,0.0,300.0,6,200.0,2,30,6,62,Bjerke,156,98.0,10.0,10.0,10.0,9.0,59.93506,10.79406,10.0,Real Bed,Private room,moderate,Apartment
1528,8593144,Mysig hybel / Cosy apartment in Oslo,803.0,2,1.0,1.0,2.0,0.0,200.0,2,0.0,2,1125,2,6,Bjerke,21,99.0,10.0,10.0,10.0,10.0,59.9384,10.80091,10.0,Real Bed,Entire home/apt,flexible,Guest suite
1529,8593840,Drammensveien 116D,527.0,2,1.0,1.0,1.0,0.0,0.0,1,450.0,5,30,1,78,Frogner,15,93.0,10.0,9.0,10.0,10.0,59.92041,10.68973,9.0,Real Bed,Entire home/apt,flexible,Apartment
1530,8619057,Central Scandinavian style home,683.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,210,1125,1,0,St. Hanshaugen,16,99.0,10.0,10.0,10.0,10.0,59.93193,10.73466,10.0,Real Bed,Entire home/apt,flexible,Apartment
1531,8620234,"Spacious apartment, very central",821.0,3,1.0,1.0,1.0,0.0,43.0,2,104.0,4,25,2,364,St. Hanshaugen,15,96.0,9.0,10.0,10.0,10.0,59.92943,10.734000000000002,10.0,Real Bed,Entire home/apt,flexible,Apartment
1532,8630554,"Spacious, Well-Located, Central Oslo Apartment",907.0,5,1.0,1.0,3.0,0.0,0.0,1,0.0,6,1125,1,28,Gamle Oslo,87,91.0,9.0,10.0,10.0,9.0,59.903859999999995,10.76838,9.0,Real Bed,Entire home/apt,moderate,Apartment
1533,8644676,"Big room in cozy apartment, central",501.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,St. Hanshaugen,3,100.0,9.0,10.0,10.0,10.0,59.92326,10.73654,10.0,Real Bed,Private room,flexible,Apartment
1534,8646531,"Stylish 3 bedroom centrally at Skøyen, terrace",1693.0,3,2.0,2.0,2.0,2000.0,550.0,2,400.0,5,1125,2,362,Ullern,6,100.0,10.0,10.0,10.0,10.0,59.923140000000004,10.68016,9.0,Real Bed,Entire home/apt,moderate,Apartment
1535,8650548,Studio apartment in the middle of Oslo city center,734.0,2,1.0,0.0,1.0,0.0,242.0,2,242.0,1,1125,2,145,Sentrum,146,94.0,10.0,9.0,10.0,10.0,59.909909999999996,10.7441,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1536,8677315,Modern central flat w/sunny balcony,1201.0,5,1.0,2.0,2.0,0.0,350.0,4,250.0,3,15,4,0,Grünerløkka,6,96.0,10.0,10.0,10.0,10.0,59.927519999999994,10.763810000000001,10.0,Real Bed,Entire home/apt,moderate,Apartment
1537,8682264,Amazing apartment in urban Oslo,648.0,4,1.0,1.0,2.0,0.0,0.0,1,0.0,10,1125,1,0,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.936569999999996,10.7645,10.0,Real Bed,Entire home/apt,moderate,Apartment
1538,8707512,"Supercentral, nice view and balcony",553.0,3,1.0,1.0,1.0,0.0,300.0,1,100.0,30,90,1,261,Gamle Oslo,87,93.0,9.0,10.0,10.0,10.0,59.909980000000004,10.76407,10.0,Real Bed,Entire home/apt,flexible,Apartment
1539,8717125,Nice Apartment located in Oslo.,596.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.92122,10.752,10.0,Real Bed,Entire home/apt,flexible,Apartment
1540,8727394,Kværnerbyen/ Oslo,553.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,6,1125,1,0,Gamle Oslo,8,100.0,10.0,10.0,10.0,9.0,59.904419999999995,10.78727,10.0,Real Bed,Entire home/apt,flexible,Apartment
1541,8727468,Very cosy loft in Frogner,1365.0,8,1.0,2.0,2.0,1464.0,586.0,4,195.0,5,1125,4,0,Majorstuen,1,100.0,10.0,10.0,10.0,10.0,59.919059999999995,10.719380000000001,10.0,Real Bed,Entire home/apt,moderate,Apartment
1542,8735594,Modern 2 rum & kök i centrala Oslo,786.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Majorstuen,3,100.0,10.0,10.0,10.0,10.0,59.92819,10.71513,10.0,Real Bed,Entire home/apt,flexible,Apartment
1543,8738090,Central & bright designer apartment,752.0,2,1.0,1.0,1.0,0.0,200.0,1,0.0,2,1125,1,231,Grünerløkka,17,97.0,10.0,10.0,10.0,10.0,59.92651,10.76816,10.0,Real Bed,Entire home/apt,moderate,Apartment
1544,8746104,Cosy apartment in Oslo,492.0,2,1.0,2.0,3.0,860.0,450.0,2,200.0,1,1125,2,46,Grünerløkka,17,99.0,10.0,10.0,10.0,10.0,59.93101,10.78626,10.0,Real Bed,Private room,moderate,Apartment
1545,8785576,Tåsen i Oslo,700.0,4,1.0,1.0,3.0,5000.0,600.0,1,0.0,14,1125,1,0,Nordre Aker,0,100.0,10.0,10.0,10.0,10.0,59.94745,10.75588,10.0,Couch,Entire home/apt,flexible,Villa
1546,8791302,Room in charming flat,501.0,1,1.0,1.0,1.0,2000.0,0.0,1,0.0,7,30,1,0,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.93642,10.75004,10.0,Real Bed,Private room,moderate,Apartment
1547,8794370,Nice apartment 5min away from city centre,501.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Gamle Oslo,4,95.0,10.0,10.0,10.0,10.0,59.9112,10.791780000000001,10.0,Real Bed,Entire home/apt,moderate,Apartment
1548,8794720,Cozy apartment in Oslo,501.0,2,1.0,1.0,1.0,0.0,0.0,1,100.0,1,1125,1,226,Grünerløkka,13,100.0,10.0,10.0,10.0,10.0,59.927530000000004,10.76035,10.0,Real Bed,Private room,flexible,Apartment
1549,8794863,Nice and Cosy Flat on Majorstuen,795.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92898,10.71447,10.0,Couch,Entire home/apt,flexible,Apartment
1550,8796974,Guest room in penthouse apartment,276.0,1,1.0,1.0,1.0,0.0,300.0,1,300.0,1,7,1,186,Grünerløkka,105,97.0,10.0,10.0,10.0,10.0,59.92754,10.75606,10.0,Real Bed,Private room,moderate,Loft
1551,8811353,Seaside & Urban! Close to the Opera,648.0,1,1.0,1.0,1.0,0.0,50.0,1,165.0,1,21,1,180,Gamle Oslo,72,98.0,10.0,10.0,10.0,10.0,59.90311,10.75516,10.0,Real Bed,Private room,moderate,Apartment
1552,8812371,Spacious and central apartment,553.0,3,1.0,1.0,2.0,0.0,200.0,2,50.0,2,1125,2,0,Sagene,4,100.0,10.0,10.0,10.0,9.0,59.93359,10.75125,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1553,8819384,Central flat with a green view!,501.0,2,1.0,1.0,1.0,0.0,0.0,1,300.0,4,1125,1,248,Gamle Oslo,14,95.0,9.0,10.0,10.0,9.0,59.911680000000004,10.77603,9.0,Real Bed,Private room,flexible,Apartment
1554,8822701,Great apartment in heart of Oslo,501.0,2,1.0,1.0,1.0,0.0,500.0,1,0.0,7,40,1,0,Majorstuen,3,87.0,7.0,9.0,9.0,9.0,59.92394,10.715530000000001,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1555,8837290,Charming 2-bedroom apartment in Grünerløkka,1996.0,4,1.0,2.0,2.0,0.0,0.0,1,0.0,1,1125,1,169,Grünerløkka,2,100.0,10.0,10.0,10.0,10.0,59.926730000000006,10.76038,10.0,Real Bed,Entire home/apt,flexible,Apartment
1556,8840434,"Bright, family friendly, riverside",752.0,4,1.0,3.0,4.0,15000.0,1500.0,1,0.0,20,60,1,0,Sagene,1,100.0,10.0,10.0,10.0,8.0,59.941340000000004,10.76478,10.0,Real Bed,Entire home/apt,flexible,Apartment
1557,8841715,Påls cosy cottage in the city,1158.0,4,1.0,2.0,2.0,0.0,0.0,1,0.0,3,1125,1,361,St. Hanshaugen,4,100.0,9.0,10.0,10.0,10.0,59.924330000000005,10.739469999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
1558,8856206,Private room near city center,501.0,2,1.0,1.0,1.0,0.0,0.0,2,0.0,2,14,2,0,Gamle Oslo,14,99.0,10.0,10.0,10.0,10.0,59.91888,10.80984,10.0,Real Bed,Private room,strict_14_with_grace_period,Apartment
1559,8858979,Nice room in typical Oslo-apartment,648.0,2,1.0,1.0,2.0,0.0,150.0,2,250.0,1,1125,2,363,St. Hanshaugen,1,100.0,10.0,10.0,10.0,10.0,59.931180000000005,10.74853,10.0,Real Bed,Private room,moderate,Apartment
1560,8870227,Private room in cozy apartment!,518.0,2,1.0,1.0,1.0,0.0,0.0,2,0.0,1,1125,2,54,Gamle Oslo,30,99.0,10.0,10.0,10.0,9.0,59.91395,10.81888,10.0,Real Bed,Private room,flexible,Apartment
1561,8881260,Smalgangen,950.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,3,1125,1,0,Gamle Oslo,0,100.0,10.0,10.0,10.0,10.0,59.91291999999999,10.75863,10.0,Real Bed,Entire home/apt,moderate,Apartment
1562,8913734,Cozy apt in the heart of Oslo,803.0,2,1.0,0.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.920390000000005,10.72407,10.0,Real Bed,Entire home/apt,flexible,Apartment
1563,8928746,"Beautiful apartment, great location in Grunerløkka",916.0,5,1.0,2.0,2.0,0.0,350.0,2,195.0,2,1125,2,0,Grünerløkka,20,95.0,9.0,10.0,10.0,10.0,59.921119999999995,10.76252,9.0,Real Bed,Entire home/apt,moderate,Apartment
1564,8930595,"Koselig, rolig i parkområde.",518.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Sagene,12,95.0,9.0,10.0,10.0,10.0,59.93626,10.77547,10.0,Real Bed,Entire home/apt,flexible,Apartment
1565,8953028,Bright apartment in Oslo City Center.,691.0,3,1.0,1.0,2.0,0.0,200.0,1,100.0,2,1125,1,0,Gamle Oslo,10,98.0,10.0,10.0,10.0,9.0,59.912969999999994,10.774239999999999,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1566,8954546,Helsfyr,354.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,6,21,1,0,Gamle Oslo,1,100.0,10.0,10.0,10.0,10.0,59.916140000000006,10.810189999999999,10.0,Real Bed,Private room,flexible,Apartment
1567,8963909,Central and cozy apartment,1201.0,3,1.0,1.0,1.0,0.0,300.0,1,0.0,1,1125,1,177,Nordstrand,22,95.0,9.0,10.0,10.0,9.0,59.90198,10.771930000000001,10.0,Real Bed,Entire home/apt,moderate,Apartment
1568,8964586,Bright 3 room appartment w balcony,449.0,4,1.0,2.0,2.0,2000.0,200.0,2,100.0,3,1125,2,0,Frogner,4,100.0,10.0,10.0,10.0,10.0,59.91928000000001,10.69373,10.0,Real Bed,Entire home/apt,moderate,Apartment
1569,8964662,Cozy apartment with a nice terrace,898.0,5,1.0,2.0,2.0,1500.0,500.0,4,0.0,50,1125,4,365,Ullern,5,88.0,8.0,10.0,9.0,10.0,59.942969999999995,10.64794,8.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1570,8966006,Bright and spacious,1564.0,3,1.0,2.0,2.0,0.0,550.0,3,1560.0,2,1125,3,363,Nordre Aker,1,100.0,10.0,10.0,10.0,10.0,59.93551,10.727360000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
1571,8967455,Bedroom in supercentral flat,700.0,2,1.0,1.0,1.0,1000.0,150.0,1,200.0,1,1125,1,364,Grünerløkka,12,98.0,10.0,9.0,10.0,10.0,59.916430000000005,10.75393,10.0,Real Bed,Private room,strict_14_with_grace_period,Apartment
1572,8967469,70m2 Super central and spacious,1201.0,4,1.0,2.0,1.0,2000.0,150.0,1,200.0,1,1125,1,61,Grünerløkka,30,92.0,9.0,10.0,10.0,10.0,59.9169,10.75389,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1573,8980587,Oslo prvt bath 2 blocks fr. king,631.0,2,2.0,1.0,1.0,819.0,80.0,1,50.0,2,120,1,111,Frogner,178,97.0,10.0,10.0,10.0,10.0,59.912569999999995,10.72293,10.0,Real Bed,Private room,strict_14_with_grace_period,Apartment
1574,8982647,Modern place10min walk to center,354.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,Gamle Oslo,2,100.0,10.0,10.0,10.0,9.0,59.902390000000004,10.77205,9.0,Real Bed,Private room,flexible,Apartment
1575,8988149,"Nice, 17m2 room in Grunerløkka",562.0,2,1.0,1.0,1.0,0.0,60.0,2,300.0,2,14,2,1,Grünerløkka,83,99.0,10.0,10.0,10.0,10.0,59.92631,10.75531,10.0,Real Bed,Private room,flexible,Apartment
1576,8990229,Koselig rom til leie på Grünerløkka,294.0,1,1.0,1.0,1.0,0.0,100.0,1,0.0,1,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.926680000000005,10.750010000000001,10.0,Real Bed,Private room,flexible,Apartment
1577,8996644,"Bed & coffee, quiet neighborhood",544.0,4,1.0,1.0,2.0,5000.0,0.0,1,149.0,1,3,1,0,Østensjø,9,96.0,10.0,10.0,10.0,9.0,59.89885,10.84543,9.0,Real Bed,Private room,flexible,Apartment
1578,9002269,Beautiful apartment with lovely backyard,518.0,4,1.0,2.0,2.0,0.0,150.0,1,0.0,3,40,1,55,Grünerløkka,6,100.0,9.0,9.0,10.0,10.0,59.9272,10.77215,10.0,Real Bed,Entire home/apt,moderate,Apartment
1579,9005193,Big & bright appartment in Oslo,829.0,3,1.0,2.0,3.0,0.0,250.0,2,125.0,2,1125,2,35,St. Hanshaugen,2,100.0,10.0,10.0,10.0,10.0,59.92631,10.73593,10.0,Real Bed,Entire home/apt,moderate,Apartment
1580,9008366,Nice and super central,423.0,1,1.0,1.0,1.0,0.0,0.0,1,0.0,2,1125,1,0,Grünerløkka,2,100.0,10.0,10.0,10.0,10.0,59.9202,10.75517,10.0,Real Bed,Private room,moderate,Apartment
1581,9010479,"Super central, cozy apartment",389.0,3,1.0,1.0,1.0,0.0,0.0,1,0.0,2,1125,1,0,Majorstuen,11,100.0,10.0,10.0,10.0,10.0,59.929030000000004,10.71368,10.0,Real Bed,Entire home/apt,moderate,Apartment
1582,9022615,Basement apartment w bathroom,544.0,5,1.0,1.0,2.0,0.0,200.0,2,85.0,2,6,2,90,Bjerke,47,97.0,10.0,10.0,10.0,10.0,59.948519999999995,10.81728,10.0,Real Bed,Private room,flexible,Townhouse
1583,9026237,Close to Oslo City Centre,648.0,2,1.0,1.0,1.0,0.0,200.0,1,0.0,2,1125,1,2,St. Hanshaugen,18,99.0,10.0,10.0,10.0,10.0,59.91868,10.74595,10.0,Real Bed,Private room,strict_14_with_grace_period,Apartment
1584,9038915,Oslo. Sagene,847.0,5,1.0,2.0,2.0,3000.0,250.0,3,100.0,1,1125,3,0,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.93516999999999,10.75334,10.0,Real Bed,Entire home/apt,flexible,Apartment
1585,9044483,Beautiful and central flat by the Vigeland Park,726.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,2,50,1,88,Majorstuen,9,96.0,9.0,10.0,10.0,10.0,59.927119999999995,10.71492,10.0,Real Bed,Entire home/apt,flexible,Apartment
1586,9055835,"Light, modern and cozy studioflat",397.0,2,1.0,0.0,2.0,0.0,200.0,1,200.0,2,10,1,0,Bjerke,1,100.0,10.0,10.0,10.0,10.0,59.94692,10.828380000000001,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1587,9058008,Sentrumsnær 4-roms leilighet i Oslo,596.0,7,1.5,3.0,7.0,0.0,400.0,1,300.0,2,1125,1,0,Østensjø,0,100.0,10.0,10.0,10.0,10.0,59.902359999999994,10.80349,10.0,Real Bed,Entire home/apt,flexible,Apartment
1588,9096014,Beautiful & Central Big Privat Room,294.0,1,1.0,1.0,1.0,976.0,185.0,1,0.0,14,120,1,186,Gamle Oslo,3,90.0,9.0,9.0,9.0,9.0,59.9066,10.7697,9.0,Real Bed,Private room,strict_14_with_grace_period,Apartment
1589,9099298,Apartment in Sofienberg -Vegetarian,5002.0,1,1.0,1.0,1.0,1000.0,500.0,1,0.0,1,1,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.92253,10.77316,10.0,Futon,Shared room,flexible,Apartment
1590,9102708,Waldemar Thranes gate,596.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,10,60,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.92748,10.74495,10.0,Real Bed,Entire home/apt,flexible,Apartment
1591,9104387,Central apartment at Grünerløkka,700.0,2,1.0,1.0,1.0,0.0,150.0,2,200.0,2,1125,2,0,Grünerløkka,26,95.0,10.0,10.0,10.0,10.0,59.927580000000006,10.75811,10.0,Real Bed,Entire home/apt,flexible,Apartment
1592,9105233,"Gamle byen Oslo, middelaldersparken",1002.0,2,1.0,1.0,1.0,1000.0,0.0,1,0.0,4,21,1,0,Gamle Oslo,25,98.0,10.0,10.0,10.0,9.0,59.90504,10.767489999999999,10.0,Real Bed,Entire home/apt,flexible,Apartment
1593,9111102,Huge family friendly Frogner penthouse,3749.0,12,3.5,5.0,6.0,0.0,950.0,5,400.0,2,1125,5,263,Frogner,30,98.0,10.0,10.0,10.0,10.0,59.91695,10.71504,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Loft
1594,9114085,Central apartment in Oslo.,648.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,St. Hanshaugen,1,100.0,10.0,10.0,10.0,10.0,59.93029,10.73279,10.0,Real Bed,Entire home/apt,flexible,Apartment
1595,9132275,"Sorgenfrigata 9, 0367 Oslo",1391.0,3,2.0,2.0,3.0,0.0,100.0,1,200.0,1,1125,1,353,St. Hanshaugen,15,91.0,10.0,9.0,9.0,10.0,59.923559999999995,10.73583,10.0,Real Bed,Entire home/apt,flexible,Apartment
1596,9140287,"Spacious apt., Central location",596.0,3,1.0,1.0,1.0,0.0,200.0,2,200.0,6,1125,2,47,Ullern,20,96.0,9.0,10.0,10.0,9.0,59.924780000000005,10.670639999999999,10.0,Real Bed,Entire home/apt,moderate,Apartment
1597,9141475,Charming Apt. in hip Grunerløkka,1400.0,4,1.0,2.0,2.0,2500.0,300.0,2,250.0,2,1125,2,210,Grünerløkka,9,89.0,10.0,9.0,10.0,10.0,59.924969999999995,10.76268,9.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1598,9141544,Modern Penthouse near Royal Palace,1097.0,5,1.0,3.0,3.0,0.0,900.0,1,0.0,1,1125,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.92321999999999,10.73436,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1599,9152174,Tøyengata 39A,752.0,2,1.0,1.0,2.0,0.0,350.0,2,0.0,1,1125,2,0,Gamle Oslo,11,94.0,9.0,9.0,10.0,10.0,59.91559,10.77139,9.0,Real Bed,Entire home/apt,moderate,Apartment
1600,9162718,Charming appartment in Oslo,553.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,1,1125,1,0,St. Hanshaugen,0,100.0,10.0,10.0,10.0,10.0,59.927369999999996,10.74925,10.0,Real Bed,Entire home/apt,flexible,Apartment
1601,9162767,Nice apartment,2998.0,2,1.0,1.0,1.0,0.0,0.0,1,0.0,5,14,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.91915,10.74918,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1602,9169493,Heimdalsgata 10 a Grunerløkka,778.0,3,1.0,2.0,3.0,0.0,500.0,1,0.0,1,1125,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.918130000000005,10.76319,10.0,Real Bed,Entire home/apt,flexible,Apartment
1603,9171426,"Central, cozy and quiet neighbourhood in Oslo",302.0,1,0.0,1.0,1.0,1000.0,120.0,1,100.0,1,365,1,42,Majorstuen,126,96.0,10.0,10.0,10.0,10.0,59.93298000000001,10.7167,10.0,Pull-out Sofa,Private room,flexible,Apartment
1604,9178669,Quiet and cosy near Munch museum,1287.0,3,1.0,2.0,2.0,0.0,500.0,3,250.0,2,1125,3,364,Gamle Oslo,16,95.0,9.0,9.0,10.0,9.0,59.911730000000006,10.77713,10.0,Real Bed,Entire home/apt,moderate,Condominium
1605,9182426,Light-filled and cosy apartment,1149.0,1,1.0,2.0,2.0,0.0,500.0,3,500.0,5,1125,3,0,Majorstuen,0,100.0,10.0,10.0,10.0,10.0,59.92456,10.73033,10.0,Real Bed,Entire home/apt,flexible,Apartment
1606,9191301,The place we fell in love with!,907.0,4,1.0,2.0,2.0,0.0,300.0,2,100.0,4,1125,2,0,Gamle Oslo,15,99.0,10.0,10.0,10.0,9.0,59.91093000000001,10.772210000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
1607,9196892,Bright and Spacious  Central Oslo 4 Bedrooms!,2402.0,6,1.5,4.0,6.0,0.0,600.0,5,0.0,2,10,5,254,Grünerløkka,244,99.0,10.0,10.0,10.0,10.0,59.92175,10.76339,10.0,Real Bed,Entire home/apt,strict_14_with_grace_period,Apartment
1608,9205024,Charming town of Grünerlökka!,579.0,4,1.0,1.0,2.0,0.0,0.0,1,0.0,10,19,1,0,Grünerløkka,0,100.0,10.0,10.0,10.0,10.0,59.925169999999994,10.75694,10.0,Real Bed,Entire home/apt,flexible,Apartment
1609,9206233,Big and bright apartment with piano,380.0,3,1.0,1.0,1.0,1000.0,100.0,2,100.0,2,1125,2,0,Sagene,3,87.0,9.0,10.0,10.0,9.0,59.936280000000004,10.77546,9.0,Real Bed,Entire home/apt,moderate,Apartment
1610,9210352,sunny room with a view,423.0,1,1.0,1.0,1.0,1000.0,150.0,1,100.0,2,1125,1,365,Sagene,30,99.0,10.0,10.0,10.0,9.0,59.931419999999996,10.76702,10.0,Real Bed,Private room,moderate,Apartment
1611,9210399,Unique 90m2 apt. in central Oslo!,752.0,6,1.0,3.0,4.0,900.0,400.0,4,100.0,2,1125,4,6,Sagene,0,100.0,10.0,10.0,10.0,10.0,59.93484,10.762960000000001,10.0,Real Bed,Entire home/apt,flexible,Apartment
1612,9211503,Fatou Trawally,812.0,2,1.0,1.0,1.0,1500.0,500.0,2,100.0,3,1125,2,365,Grünerløkka,12,93.0,10.0,10.0,10.0,9.0,59.92731,10.77586,9.0,Real Bed,Entire home/apt,moderate,Apartment
